日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024/02/01,臺股期貨,外資及陸資,67736,243190199,69731,250312285,-1995,-7122086,40052,144064496,43573,156716204,-3521,-12651708
2024/02/02,臺股期貨,自營商,6499,23456062,6009,21687288,490,1768775,5098,18426731,7114,25711315,-2016,-7284584
2024/02/02,臺股期貨,投信,197,712557,132,477401,65,235156,12233,44244314,9176,33187757,3057,11056557
2024/02/02,臺股期貨,外資及陸資,49141,177322164,50915,183722895,-1774,-6400730,38991,141020128,45127,163198936,-6136,-22178808
2024/02/05,臺股期貨,自營商,8149,29392119,7666,27660306,483,1731813,5569,20130161,7144,25821622,-1575,-5691461
2024/02/05,臺股期貨,投信,242,875238,6,21705,236,853532,12462,45075054,9169,33164273,3293,11910781
2024/02/05,臺股期貨,外資及陸資,58771,212021670,58129,209652420,642,2369249,38219,138235685,43713,158093140,-5494,-19857455
2024/02/15,臺股期貨,自營商,13525,50155366,14681,54482465,-1156,-4327099,6509,24273933,9293,34670530,-2784,-10396597
2024/02/15,臺股期貨,投信,255,951684,2,7457,253,944227,12656,47247379,9110,34009452,3546,13237927
2024/02/15,臺股期貨,外資及陸資,74975,277694053,72178,267162898,2797,10531155,44064,164481185,46717,174369158,-2653,-9887973
2024/02/16,臺股期貨,自營商,9374,35016325,8778,32784288,596,2232037,6155,22928797,8341,31071205,-2186,-8142408
2024/02/16,臺股期貨,投信,1151,4299467,707,2639883,444,1659584,12500,46595961,8510,31723485,3990,14872476
2024/02/16,臺股期貨,外資及陸資,51913,193942653,55971,209098342,-4058,-15155689,42342,157820862,49045,182797586,-6703,-24976724
2024/02/19,臺股期貨,自營商,11077,41335932,11879,44322719,-802,-2986788,6292,23483613,9389,35045293,-3097,-11561680
2024/02/19,臺股期貨,投信,11079,41349872,10927,40781092,152,568780,12652,47244091,8510,31777558,4142,15466533
2024/02/19,臺股期貨,外資及陸資,78928,294535130,75701,282496824,3227,12038306,47254,176451245,50725,189402190,-3471,-12950945
2024/02/20,臺股期貨,自營商,11805,44146267,12911,48282146,-1106,-4135879,4995,18723173,9205,34520069,-4210,-15796896
2024/02/20,臺股期貨,投信,9464,35439184,9393,35168094,71,271090,12616,47335191,8403,31528002,4213,15807189
2024/02/20,臺股期貨,外資及陸資,73614,275294811,68325,255524376,5289,19770435,51463,193069629,48721,182768171,2742,10301458
2024/02/21,臺股期貨,自營商,14112,52852592,13296,49772309,816,3080283,1774,6623575,7797,29136287,-6023,-22512712
2024/02/21,臺股期貨,投信,116,433815,104,388879,12,44937,12662,47338153,8437,31542568,4225,15795585
2024/02/21,臺股期貨,外資及陸資,52577,196916214,58230,218097530,-5653,-21181316,39203,146564216,36782,137505307,2421,9058909
2024/02/22,臺股期貨,自營商,7190,27047969,7635,28719813,-445,-1671844,2756,10400615,9102,34365313,-6346,-23964698
2024/02/22,臺股期貨,投信,225,849826,170,636329,55,213498,12712,48015766,8432,31849350,4280,16166416
2024/02/22,臺股期貨,外資及陸資,49974,187809408,49310,185338325,664,2471083,38764,146419094,35679,134758299,3085,11660795
2024/02/23,臺股期貨,自營商,8223,31155856,7716,29231287,507,1924569,2824,10674204,8660,32740975,-5836,-22066771
2024/02/23,臺股期貨,投信,525,1987151,31,117338,494,1869813,13019,49243066,8245,31185888,4774,18057178
2024/02/23,臺股期貨,外資及陸資,50900,192909477,49839,188900420,1061,4009057,38778,146673731,34632,130984161,4146,15689570
2024/02/26,臺股期貨,自營商,6266,23717790,6766,25613097,-500,-1895307,2820,10689164,9166,34750445,-6346,-24061281
2024/02/26,臺股期貨,投信,123,466524,622,2360170,-499,-1893645,12462,47265874,8187,31051654,4275,16214220
2024/02/26,臺股期貨,外資及陸資,43653,165192934,41648,157602545,2005,7590389,41051,155698054,34900,132361039,6151,23337015
2024/02/27,臺股期貨,自營商,10644,40202009,10730,40521060,-86,-319051,2924,11029540,9379,35382254,-6455,-24352714
2024/02/27,臺股期貨,投信,1239,4677066,171,645218,1068,4031849,13653,51526422,8310,31361940,5343,20164482
2024/02/27,臺股期貨,外資及陸資,58201,219959967,60541,228772821,-2340,-8812855,39266,148189790,35467,133845216,3799,14344574
2024/02/29,臺股期貨,自營商,8900,33653703,8840,33427784,60,225919,3159,11970772,9528,36117937,-6369,-24147165
2024/02/29,臺股期貨,投信,485,1839035,96,363967,389,1475068,13936,52848099,8204,31111209,5732,21736890
2024/02/29,臺股期貨,外資及陸資,46205,174641988,46383,175333296,-178,-691309,38077,144395494,34455,130652791,3622,13742703
2024/03/01,臺股期貨,自營商,7931,30077550,7971,30227771,-40,-150221,2870,10876319,9312,35298380,-6442,-24422061
2024/03/01,臺股期貨,投信,1633,6192195,34,128933,1599,6063262,15550,58968710,8219,31168092,7331,27800618
2024/03/01,臺股期貨,外資及陸資,49669,188392094,54784,207769585,-5115,-19377491,34097,129302542,35590,134957204,-1493,-5654662
2024/03/04,臺股期貨,自營商,12259,47016220,12461,47808682,-202,-792462,3603,13906207,10205,39395074,-6602,-25488867
2024/03/04,臺股期貨,投信,1003,3872264,1326,5120083,-323,-1247820,14951,57743752,7941,30669730,7010,27074022
2024/03/04,臺股期貨,外資及陸資,68524,262647920,63040,241808592,5484,20839328,37873,146272744,33886,130867091,3987,15405653
2024/03/05,臺股期貨,自營商,10540,40852126,10046,38920815,494,1931311,4044,15676737,10093,39117427,-6049,-23440690
2024/03/05,臺股期貨,投信,466,1806929,790,3066769,-324,-1259840,14518,56300804,7832,30372496,6686,25928308
2024/03/05,臺股期貨,外資及陸資,55959,216863217,56614,219402933,-655,-2539716,36859,142938968,33528,130014355,3331,12924613
2024/03/06,臺股期貨,自營商,13111,50845988,12158,47126539,953,3719449,4590,17898615,9646,37608351,-5056,-19709736
2024/03/06,臺股期貨,投信,281,1096104,778,3031765,-497,-1935661,13962,54471347,7773,30325582,6189,24145765
2024/03/06,臺股期貨,外資及陸資,57447,222624414,57457,222678355,-10,-53941,36614,142845369,33281,129835225,3333,13010144
2024/03/07,臺股期貨,自營商,14355,56461856,14661,57675826,-306,-1213970,5406,21290957,10763,42384188,-5357,-21093231
2024/03/07,臺股期貨,投信,719,2831921,984,3881336,-265,-1049415,13647,53774639,7723,30431709,5924,23342930
2024/03/07,臺股期貨,外資及陸資,86506,340336128,86784,341424042,-278,-1087915,35643,140445844,32588,128400864,3055,12044980
2024/03/08,臺股期貨,自營商,19361,76841770,18248,72430520,1113,4411250,6102,24144806,10316,40809532,-4214,-16664726
2024/03/08,臺股期貨,投信,47,186548,1129,4469182,-1082,-4282633,12653,50090696,7811,30922187,4842,19168509
2024/03/08,臺股期貨,外資及陸資,111407,442259765,116029,460465776,-4622,-18206011,33868,134073438,35434,140264359,-1566,-6190921
2024/03/11,臺股期貨,自營商,14529,57523320,14549,57600824,-20,-77504,6541,25782948,10821,42642031,-4280,-16859083
2024/03/11,臺股期貨,投信,0,0,280,1104287,-280,-1104287,12440,49053408,7878,31064530,4562,17988878
2024/03/11,臺股期貨,外資及陸資,96643,382736230,99334,393313751,-2691,-10577522,31415,123874118,37972,149722497,-6557,-25848379
2024/03/12,臺股期貨,自營商,10908,43229342,10230,40523306,678,2706036,7399,29515170,10998,43861603,-3599,-14346433
2024/03/12,臺股期貨,投信,269,1072993,287,1145129,-18,-72136,12261,48931199,7717,30797004,4544,18134195
2024/03/12,臺股期貨,外資及陸資,64587,255548257,66143,261737027,-1556,-6188769,33196,132473940,41305,164827900,-8109,-32353960
2024/03/13,臺股期貨,自營商,16613,66315122,15596,62242457,1017,4072665,8131,32395705,10648,42409544,-2517,-10013839
2024/03/13,臺股期貨,投信,179,713461,168,669761,11,43701,12275,48923240,7720,30768832,4555,18154408
2024/03/13,臺股期貨,外資及陸資,82179,328015223,83202,332109572,-1023,-4094349,31577,125849019,40709,162238974,-9132,-36389955
2024/03/14,臺股期貨,自營商,10807,43003754,10954,43597838,-147,-594084,8500,33888838,11105,44259167,-2605,-10370329
2024/03/14,臺股期貨,投信,0,0,152,606211,-152,-606211,12126,48358488,7723,30799324,4403,17559164
2024/03/14,臺股期貨,外資及陸資,67138,267199290,66600,265040512,538,2158777,34695,138363385,43293,172645844,-8598,-34282459
2024/03/15,臺股期貨,自營商,15073,59774626,13433,53259225,1640,6515401,11314,44640355,12239,48285288,-925,-3644933
2024/03/15,臺股期貨,投信,389,1539982,973,3843396,-584,-2303414,11703,46176677,7884,31107710,3819,15068967
2024/03/15,臺股期貨,外資及陸資,72969,289389904,76069,301707104,-3100,-12317201,35722,140977090,47420,187116968,-11698,-46139878
2024/03/18,臺股期貨,自營商,11071,43858957,11935,47297222,-864,-3438265,9350,37235999,11283,44931914,-1933,-7695915
2024/03/18,臺股期貨,投信,10419,41344639,10449,41452021,-30,-107383,11707,46653230,7918,31554458,3789,15098772
2024/03/18,臺股期貨,外資及陸資,86649,343252683,85345,338105746,1304,5146937,36973,147333886,47377,188761901,-10404,-41428015
2024/03/19,臺股期貨,自營商,16474,65433876,16806,66755691,-332,-1321815,8946,35541914,11019,43783360,-2073,-8241446
2024/03/19,臺股期貨,投信,9783,38894806,8773,34865770,1010,4029036,12573,50002821,7774,30917025,4799,19085796
2024/03/19,臺股期貨,外資及陸資,94205,374083160,94771,376355537,-566,-2272377,36846,146511232,47822,190116903,-10976,-43605671
2024/03/20,臺股期貨,自營商,21478,85295680,18174,72179354,3304,13116327,975,3859114,7225,28632453,-6250,-24773339
2024/03/20,臺股期貨,投信,191,757624,164,650819,27,106805,12670,50256822,7807,30967246,4863,19289576
2024/03/20,臺股期貨,外資及陸資,75514,299988478,78272,310945232,-2758,-10956754,31381,124475630,36169,143461929,-4788,-18986299
2024/03/21,臺股期貨,自營商,10080,40513403,10127,40674980,-47,-161577,1773,7175716,8062,32641724,-6289,-25466008
2024/03/21,臺股期貨,投信,356,1442053,222,887549,134,554504,12702,51468504,7705,31220660,4997,20247844
2024/03/21,臺股期貨,外資及陸資,73898,296326117,66649,267364463,7249,28961654,35218,142703061,31086,125954539,4132,16748522
2024/03/22,臺股期貨,自營商,9419,38086144,8679,35092622,740,2993522,2358,9539136,7891,31920952,-5533,-22381816
2024/03/22,臺股期貨,投信,296,1197238,52,210494,244,986744,12852,52024896,7611,30809328,5241,21215568
2024/03/22,臺股期貨,外資及陸資,64884,262430796,73035,295415350,-8151,-32984554,27557,111552207,32999,133575431,-5442,-22023224
2024/03/25,臺股期貨,自營商,6264,25358610,6964,28193635,-700,-2835025,1979,8002352,8257,33387729,-6278,-25385377
2024/03/25,臺股期貨,投信,9,36422,74,299387,-65,-262965,12784,51721507,7608,30780446,5176,20941061
2024/03/25,臺股期貨,外資及陸資,47737,193236376,47481,192203732,256,1032645,27927,112989187,33113,133964618,-5186,-20975431
2024/03/26,臺股期貨,自營商,16504,66794569,16524,66891683,-20,-97114,1977,7977052,8278,33402372,-6301,-25425320
2024/03/26,臺股期貨,投信,49,197798,633,2555842,-584,-2358044,12406,50083022,7814,31545118,4592,18537904
2024/03/26,臺股期貨,外資及陸資,87254,353086092,88564,358351160,-1310,-5265068,28565,115319317,35041,141457192,-6476,-26137875
2024/03/27,臺股期貨,自營商,8485,34297690,9641,38976604,-1156,-4678914,2082,8431476,9530,38597252,-7448,-30165776
2024/03/27,臺股期貨,投信,353,1430021,103,417103,250,1012918,12550,50847580,7708,31229733,4842,19617847
2024/03/27,臺股期貨,外資及陸資,53167,214826750,50043,202212605,3124,12614145,30377,123077863,33717,136604659,-3340,-13526796
2024/03/28,臺股期貨,自營商,10119,40884981,8606,34771858,1513,6113123,2494,10073645,8421,34011563,-5927,-23937918
2024/03/28,臺股期貨,投信,188,761107,32,128806,156,632301,12578,50820151,7580,30626232,4998,20193919
2024/03/28,臺股期貨,外資及陸資,61920,250212600,64318,259929746,-2398,-9717146,31614,127736432,37343,150878126,-5729,-23141694
2024/03/29,臺股期貨,自營商,7223,29253473,8586,34775944,-1363,-5522471,2574,10436826,9791,39695993,-7217,-29259167
2024/03/29,臺股期貨,投信,1335,5413005,14,56778,1321,5356227,13882,56299839,7563,30672503,6319,25627336
2024/03/29,臺股期貨,外資及陸資,53476,216515192,48501,196358618,4975,20156574,33086,134187490,33840,137239156,-754,-3051666
2024/04/01,臺股期貨,自營商,8629,35077010,7355,29905354,1274,5171656,2613,10603653,8543,34661973,-5930,-24058320
2024/04/01,臺股期貨,投信,617,2503609,26,105594,591,2398015,14499,58845641,7589,30800715,6910,28044926
2024/04/01,臺股期貨,外資及陸資,43644,177409435,47213,191899361,-3569,-14489926,31147,126417568,35470,143956612,-4323,-17539044
2024/04/02,臺股期貨,自營商,10149,41449360,12862,52536754,-2713,-11087393,3236,13279745,11858,48654673,-8622,-35374928
2024/04/02,臺股期貨,投信,1109,4549525,65,266110,1044,4283415,15403,63216993,7449,30572186,7954,32644807
2024/04/02,臺股期貨,外資及陸資,65089,265745873,58188,237559490,6901,28186384,36527,149918152,33215,136319381,3312,13598771
2024/04/03,臺股期貨,自營商,14049,57293700,12181,49683846,1868,7609853,2283,9291633,9055,36845504,-6772,-27553871
2024/04/03,臺股期貨,投信,166,675856,390,1588355,-224,-912498,15474,62982275,7744,31519629,7730,31462646
2024/04/03,臺股期貨,外資及陸資,64390,262635731,73429,299519505,-9039,-36883775,29520,120156296,36986,150539882,-7466,-30383586
2024/04/08,臺股期貨,自營商,8523,34849206,9151,37419740,-628,-2570533,2613,10686713,10089,41249652,-7476,-30562939
2024/04/08,臺股期貨,投信,320,1310320,48,196462,272,1113857,15555,63610617,7553,30887310,8002,32723307
2024/04/08,臺股期貨,外資及陸資,57470,234976003,55835,228273867,1635,6702136,30242,123678395,36096,147612143,-5854,-23933748
2024/04/09,臺股期貨,自營商,12532,51868341,14345,59297073,-1813,-7428732,3013,12576019,12271,51206933,-9258,-38630914
2024/04/09,臺股期貨,投信,390,1627676,31,129028,359,1498647,15608,65144670,7247,30247661,8361,34897009
2024/04/09,臺股期貨,外資及陸資,77325,319415896,68153,281693970,9172,37721926,37704,157381340,32540,135817390,5164,21563950
2024/04/10,臺股期貨,自營商,11227,46782095,9171,38215435,2056,8566660,2777,11579808,9991,41651909,-7214,-30072101
2024/04/10,臺股期貨,投信,4,16679,59,246020,-55,-229340,15554,64853958,7248,30221429,8306,34632529
2024/04/10,臺股期貨,外資及陸資,57810,240896643,64685,269519213,-6875,-28622570,35077,146275533,36787,153390214,-1710,-7114681
2024/04/11,臺股期貨,自營商,10987,45547500,9793,40615524,1194,4931976,3211,13329710,9199,38177985,-5988,-24848275
2024/04/11,臺股期貨,投信,373,1548851,128,531152,245,1017700,15920,66075072,7369,30584643,8551,35490429
2024/04/11,臺股期貨,外資及陸資,67720,280741111,76706,317975835,-8986,-37234724,31607,131208248,44571,184996434,-12964,-53788186
2024/04/12,臺股期貨,自營商,11501,47686997,10608,44019227,893,3667769,4275,17749836,9368,38907425,-5093,-21157589
2024/04/12,臺股期貨,投信,1789,7443433,1607,6672732,182,770701,16074,66735412,7341,30469867,8733,36265545
2024/04/12,臺股期貨,外資及陸資,74926,310710527,73971,306689419,955,4021108,31789,132030160,43798,181836463,-12009,-49806303
2024/04/15,臺股期貨,自營商,16656,68540355,15948,65590886,708,2949469,4252,17458547,8685,35638240,-4433,-18179693
2024/04/15,臺股期貨,投信,12181,50073504,12087,49653949,94,419555,16344,67110888,7517,30865664,8827,36245224
2024/04/15,臺股期貨,外資及陸資,98949,406936833,103854,427243985,-4905,-20307153,30125,123669144,47928,196715806,-17803,-73046662
2024/04/16,臺股期貨,自營商,26904,108271835,25993,104619230,911,3652605,5707,22794452,9017,35993916,-3310,-13199464
2024/04/16,臺股期貨,投信,9234,36850842,8855,35335770,379,1515072,17167,68596686,7961,31814843,9206,36781843
2024/04/16,臺股期貨,外資及陸資,146955,591573309,147546,594147078,-591,-2573769,32980,131734150,51366,205185816,-18386,-73451666
2024/04/17,臺股期貨,自營商,20932,84046303,21468,86203167,-536,-2156865,4119,16620731,6769,27303268,-2650,-10682537
2024/04/17,臺股期貨,投信,1244,5022884,217,877991,1027,4144892,16880,68158064,7812,31543294,9068,36614770
2024/04/17,臺股期貨,外資及陸資,104069,417277259,101789,408234665,2280,9042593,24880,100460414,42832,172936009,-17952,-72475595
2024/04/18,臺股期貨,自營商,10322,41674629,9991,40333083,331,1341546,4825,19628190,7153,29086298,-2328,-9458108
2024/04/18,臺股期貨,投信,335,1362453,289,1175536,46,186918,16823,68479704,7709,31380255,9114,37099449
2024/04/18,臺股期貨,外資及陸資,89931,362601123,87395,352346926,2536,10254197,24891,101321214,39591,161146304,-14700,-59825090
2024/04/19,臺股期貨,自營商,27068,106699529,26339,103843926,729,2855603,5228,20435485,6666,26038105,-1438,-5602620
2024/04/19,臺股期貨,投信,1330,5204957,645,2524989,685,2679968,18038,70561048,8239,32229320,9799,38331728
2024/04/19,臺股期貨,外資及陸資,170784,674936988,173531,686330550,-2747,-11393562,21289,83277609,41066,160623583,-19777,-77345974
2024/04/22,臺股期貨,自營商,11177,43792061,12616,49400741,-1439,-5608680,4297,16767857,7152,27896179,-2855,-11128322
2024/04/22,臺股期貨,投信,487,1902128,122,476568,365,1425560,18246,71261578,8082,31565059,10164,39696519
2024/04/22,臺股期貨,外資及陸資,111699,437894460,109061,427538140,2638,10356320,19216,75049268,35616,139083977,-16400,-64034709
2024/04/23,臺股期貨,自營商,6561,25775775,8597,33782563,-2036,-8006788,3486,13706995,8555,33633887,-5069,-19926892
2024/04/23,臺股期貨,投信,535,2105027,0,0,535,2105027,18626,73311936,7917,31161312,10709,42150624
2024/04/23,臺股期貨,外資及陸資,75861,297954803,71966,282619890,3895,15334913,22071,86870283,34576,136071750,-12505,-49201467
2024/04/24,臺股期貨,自營商,10904,43709989,9455,37866734,1449,5843255,4259,17163069,7851,31624144,-3592,-14461075
2024/04/24,臺股期貨,投信,683,2753549,16,64126,667,2689423,18865,76101410,7489,30210626,11376,45890784
2024/04/24,臺股期貨,外資及陸資,67136,268295026,68571,274084591,-1435,-5789565,23526,94900732,36859,148666230,-13333,-53765498
2024/04/25,臺股期貨,自營商,7958,31745097,7677,30615005,281,1130091,4189,16636838,7465,29633073,-3276,-12996235
2024/04/25,臺股期貨,投信,309,1234538,339,1347454,-30,-112916,18952,75353152,7606,30241456,11346,45111696
2024/04/25,臺股期貨,外資及陸資,75573,301683310,79417,317002165,-3844,-15318855,20704,82316535,37864,150520382,-17160,-68203847
2024/04/26,臺股期貨,自營商,12576,50427350,13084,52483616,-508,-2056266,4127,16633375,7878,31739798,-3751,-15106423
2024/04/26,臺股期貨,投信,871,3513447,149,594588,722,2918859,19549,78884125,7481,30187331,12068,48696794
2024/04/26,臺股期貨,外資及陸資,102562,410862493,99290,397747684,3272,13114809,23378,94329859,37266,150346722,-13888,-56016863
2024/04/29,臺股期貨,自營商,9652,39357486,9274,37857681,378,1499805,4764,19556543,8195,33634036,-3431,-14077493
2024/04/29,臺股期貨,投信,654,2676568,105,430916,549,2245652,19757,81201270,7140,29345400,12617,51855870
2024/04/29,臺股期貨,外資及陸資,71228,290152307,72381,294790651,-1153,-4638343,25304,103993965,40345,165787884,-15041,-61793919
2024/04/30,臺股期貨,自營商,7177,29418050,7562,30998548,-385,-1580498,4528,18460817,8296,33826063,-3768,-15365246
2024/04/30,臺股期貨,投信,214,873927,141,575908,73,298019,19742,80598689,7052,28790495,12690,51808194
2024/04/30,臺股期貨,外資及陸資,57065,233997981,55769,228698766,1296,5299216,24376,99513168,38111,155561949,-13735,-56048781
2024/05/02,臺股期貨,自營商,9405,38249865,8940,36361751,465,1888114,5155,20894075,8375,33947530,-3220,-13053455
2024/05/02,臺股期貨,投信,662,2687906,537,2179394,125,508511,20155,81797052,7340,29788656,12815,52008396
2024/05/02,臺股期貨,外資及陸資,67347,274056672,71153,289540519,-3806,-15483846,21007,85251523,38548,156413726,-17541,-71162203
2024/05/03,臺股期貨,自營商,9932,40544021,9051,36918527,881,3625494,5671,23089205,8021,32654196,-2350,-9564991
2024/05/03,臺股期貨,投信,221,901163,151,613872,70,287291,20371,83040344,7486,30515930,12885,52524414
2024/05/03,臺股期貨,外資及陸資,76474,312022422,78380,319924760,-1906,-7902338,20366,83017063,39823,162304447,-19457,-79287384
2024/05/06,臺股期貨,自營商,9656,39761910,9251,38088129,405,1673781,6185,25452558,8116,33395303,-1931,-7942745
2024/05/06,臺股期貨,投信,377,1553351,151,622563,226,930787,20414,84109754,7303,30089799,13111,54019955
2024/05/06,臺股期貨,外資及陸資,72775,299480507,72076,296680844,699,2799663,23474,96714275,42232,173972415,-18758,-77258140
2024/05/07,臺股期貨,自營商,8561,35357453,9080,37508177,-519,-2150724,5676,23408594,8166,33680100,-2490,-10271506
2024/05/07,臺股期貨,投信,266,1097915,7,28890,259,1069026,20529,84776550,7159,29563792,13370,55212758
2024/05/07,臺股期貨,外資及陸資,52625,217467879,53092,219389870,-467,-1921990,22214,91732384,41439,171096728,-19225,-79364344
2024/05/08,臺股期貨,自營商,7807,32257321,9333,38572183,-1526,-6314862,5193,21492613,9189,38044994,-3996,-16552381
2024/05/08,臺股期貨,投信,173,716884,39,161393,134,555491,20669,85668861,7165,29697464,13504,55971397
2024/05/08,臺股期貨,外資及陸資,47608,196710147,43986,181745830,3622,14964317,23782,98568441,39385,163212721,-15603,-64644280
2024/05/09,臺股期貨,自營商,9076,37546359,8698,35983070,378,1563289,5428,22350416,8963,36913650,-3535,-14563234
2024/05/09,臺股期貨,投信,122,504669,332,1369962,-210,-865293,20580,84838992,7286,30035806,13294,54803186
2024/05/09,臺股期貨,外資及陸資,54960,227468915,56573,234162722,-1613,-6693808,22185,91455018,39401,162401590,-17216,-70946572
2024/05/10,臺股期貨,自營商,11004,45558890,11859,49121597,-855,-3562707,5080,21112309,9271,38550367,-4191,-17438058
2024/05/10,臺股期貨,投信,4022,16664878,4064,16833042,-42,-168164,20569,85615620,7317,30456274,13252,55159346
2024/05/10,臺股期貨,外資及陸資,69014,285654353,66669,275923842,2345,9730511,24387,101507167,39256,163367079,-14869,-61859912
2024/05/13,臺股期貨,自營商,14433,60327789,13490,56400111,943,3927678,4949,20636838,8511,35517559,-3562,-14880721
2024/05/13,臺股期貨,投信,13844,57837957,13609,56855705,235,982251,20614,86096341,7127,29766191,13487,56330150
2024/05/13,臺股期貨,外資及陸資,90020,376350732,90550,378563365,-530,-2212633,26439,110422556,40956,171011359,-14517,-60588803
2024/05/14,臺股期貨,自營商,12758,53455737,14149,59277945,-1391,-5822207,4966,20828647,9834,41289485,-4868,-20460838
2024/05/14,臺股期貨,投信,9319,39088047,10149,42570829,-830,-3482782,19868,83481317,7214,30311767,12654,53169550
2024/05/14,臺股期貨,外資及陸資,76980,322413980,72507,303685478,4473,18728502,27521,115633278,37565,157789763,-10044,-42156485
2024/05/15,臺股期貨,自營商,23478,99450014,24695,104653427,-1217,-5203413,1681,7108866,9544,40521585,-7863,-33412719
2024/05/15,臺股期貨,投信,248,1053523,361,1531886,-113,-478362,19751,83914099,7210,30632406,12541,53281693
2024/05/15,臺股期貨,外資及陸資,74212,314383958,72356,306495384,1856,7888575,25226,107174395,28707,121923232,-3481,-14748837
2024/05/16,臺股期貨,自營商,10035,42953040,9194,39368247,841,3584793,2357,10048410,9387,40095962,-7030,-30047552
2024/05/16,臺股期貨,投信,222,948985,1273,5438294,-1051,-4489309,18644,79691914,7154,30579058,11490,49112856
2024/05/16,臺股期貨,外資及陸資,68028,291314087,72254,309401059,-4226,-18086972,25563,109264755,34051,145502573,-8488,-36237818
2024/05/17,臺股期貨,自營商,6215,26526603,6259,26715068,-44,-188465,2162,9197528,9044,38561558,-6882,-29364030
2024/05/17,臺股期貨,投信,187,798061,1072,4575279,-885,-3777219,17914,76439038,7309,31187503,10605,45251535
2024/05/17,臺股期貨,外資及陸資,51036,217942907,51475,219836495,-439,-1893588,25401,108383306,35049,149502049,-9648,-41118743
2024/05/20,臺股期貨,自營商,9486,40442593,9133,38933602,353,1508991,2625,11153712,9142,38914029,-6517,-27760317
2024/05/20,臺股期貨,投信,189,805401,618,2632710,-429,-1827309,17485,74482603,7309,31134878,10176,43347725
2024/05/20,臺股期貨,外資及陸資,66156,282202687,65762,280571991,394,1630696,27123,115535406,36377,154897724,-9254,-39362318
2024/05/21,臺股期貨,自營商,6363,27073609,7179,30552961,-816,-3479352,2477,10512440,9890,42064899,-7413,-31552459
2024/05/21,臺股期貨,投信,212,902183,121,514879,91,387304,17579,74823256,7312,31122797,10267,43700459
2024/05/21,臺股期貨,外資及陸資,50336,214296950,49317,209971296,1019,4325654,28549,121511796,36784,156496273,-8235,-34984477
2024/05/22,臺股期貨,自營商,9107,39064507,8675,37204895,432,1859612,3062,13173756,9999,43125390,-6937,-29951634
2024/05/22,臺股期貨,投信,730,3152237,106,457460,624,2694777,18034,77838351,7143,30830617,10891,47007734
2024/05/22,臺股期貨,外資及陸資,56372,241662114,53800,230574768,2572,11087346,33971,146622387,39634,170993275,-5663,-24370888
2024/05/23,臺股期貨,自營商,7664,33065417,7047,30398938,617,2666479,2828,12180195,9109,39327447,-6281,-27147252
2024/05/23,臺股期貨,投信,153,660178,72,311242,81,348935,17970,77648370,6998,30238358,10972,47410012
2024/05/23,臺股期貨,外資及陸資,57972,250200989,61051,263433256,-3079,-13232267,31634,136686950,40359,174316712,-8725,-37629762
2024/05/24,臺股期貨,自營商,7706,33186504,7810,33637368,-104,-450864,2754,11838145,9068,39082829,-6314,-27244684
2024/05/24,臺股期貨,投信,55,237252,118,509109,-63,-271857,17977,77545587,7068,30488525,10909,47057062
2024/05/24,臺股期貨,外資及陸資,66443,286251907,66120,284891885,323,1360022,32700,141051263,41102,177219911,-8402,-36168648
2024/05/27,臺股期貨,自營商,8833,38446369,8639,37624563,194,821806,3260,14209175,9380,40994018,-6120,-26784843
2024/05/27,臺股期貨,投信,458,2002499,246,1067204,212,935295,18147,79374978,7026,30731724,11121,48643254
2024/05/27,臺股期貨,外資及陸資,57371,249592182,58266,253526903,-895,-3934720,33291,145611136,42588,186196423,-9297,-40585287
2024/05/28,臺股期貨,自營商,5704,24995423,6011,26342574,-307,-1347152,3368,14732250,9800,42988053,-6432,-28255803
2024/05/28,臺股期貨,投信,802,3518468,77,338222,725,3180246,18659,81916742,6813,29910433,11846,52006309
2024/05/28,臺股期貨,外資及陸資,39149,171588874,40012,175370190,-863,-3781316,33583,147432167,43743,191951446,-10160,-44519279
2024/05/29,臺股期貨,自營商,10488,45789500,9097,39706277,1391,6083223,3464,15018474,8395,36450563,-4931,-21432089
2024/05/29,臺股期貨,投信,105,456518,487,2118234,-382,-1661716,18430,80096780,6966,30274236,11464,49822544
2024/05/29,臺股期貨,外資及陸資,53588,234134249,58893,257291836,-5305,-23157587,31788,138145942,47253,205262869,-15465,-67116927
2024/05/30,臺股期貨,自營商,9211,39605389,9075,39023532,136,581857,3843,16411369,8632,36901712,-4789,-20490343
2024/05/30,臺股期貨,投信,216,924809,600,2576065,-384,-1651255,18424,78836296,7344,31424976,11080,47411320
2024/05/30,臺股期貨,外資及陸資,71274,306726533,69591,299482605,1683,7243928,32711,139964195,47123,201537249,-14412,-61573054
2024/05/31,臺股期貨,自營商,11838,50740538,11122,47675962,716,3064575,4470,18994356,8470,36026438,-4000,-17032082
2024/05/31,臺股期貨,投信,171,728264,120,511158,51,217106,18557,79008283,7426,31616938,11131,47391345
2024/05/31,臺股期貨,外資及陸資,91535,392711673,91182,391220475,353,1491197,36210,154159380,50269,213923076,-14059,-59763696
