日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024/05/16,小型臺指期貨,自營商,13445,14371941,14644,15654152,-1199,-1282211,4397,4685114,8283,8818613,-3886,-4133499
2024/05/16,小型臺指期貨,投信,1,1069,0,0,1,1069,60,64116,11,11755,49,52361
2024/05/16,小型臺指期貨,外資及陸資,118436,126764917,127219,136151895,-8783,-9386978,5689,6079076,3034,3240775,2655,2838301
2024/05/17,小型臺指期貨,自營商,6401,6826161,7042,7503035,-641,-676875,3160,3359927,8455,8985744,-5295,-5625817
2024/05/17,小型臺指期貨,投信,1,1067,0,0,1,1067,61,65072,11,11734,50,53338
2024/05/17,小型臺指期貨,外資及陸資,90827,96961979,94471,100856161,-3644,-3894183,5662,6039718,3767,4015442,1895,2024276
2024/05/20,小型臺指期貨,自營商,14837,15806487,13790,14674489,1047,1131997,3861,4101127,8157,8653192,-4296,-4552065
2024/05/20,小型臺指期貨,投信,1,1066,0,0,1,1066,62,66027,11,11714,51,54313
2024/05/20,小型臺指期貨,外資及陸資,109642,116935077,113613,121180634,-3971,-4245557,4664,4966834,6740,7175104,-2076,-2208270
2024/05/21,小型臺指期貨,自營商,9133,9709413,10000,10628861,-867,-919448,3938,4177734,8781,9310273,-4843,-5132539
2024/05/21,小型臺指期貨,投信,48,51058,0,0,48,51058,110,117051,11,11705,99,105346
2024/05/21,小型臺指期貨,外資及陸資,90438,96238133,89346,95073281,1092,1164852,4703,5004439,5687,6048107,-984,-1043668
2024/05/22,小型臺指期貨,自營商,14911,15972787,12005,12862400,2906,3110387,7209,7752471,8824,9488081,-1615,-1735610
2024/05/22,小型臺指期貨,投信,0,0,0,0,0,0,110,118696,11,11870,99,106826
2024/05/22,小型臺指期貨,外資及陸資,92932,99558387,84773,90775368,8159,8783019,9291,10025420,2193,2364225,7098,7661195
2024/05/23,小型臺指期貨,自營商,10834,11671876,11863,12773746,-1029,-1101870,5208,5607009,8008,8617657,-2800,-3010648
2024/05/23,小型臺指期貨,投信,40,43214,0,0,40,43214,150,162038,11,11883,139,150155
2024/05/23,小型臺指期貨,外資及陸資,96396,103972592,99908,107737426,-3512,-3764835,6859,7409282,3341,3607009,3518,3802273
2024/05/24,小型臺指期貨,自營商,11088,11927619,10733,11535773,355,391846,5093,5477572,7822,8400987,-2729,-2923415
2024/05/24,小型臺指期貨,投信,2,2142,0,0,2,2142,152,163904,11,11862,141,152042
2024/05/24,小型臺指期貨,外資及陸資,116105,125020509,118987,128130707,-2882,-3110198,5932,6396911,5296,5708549,636,688362
2024/05/27,小型臺指期貨,自營商,11663,12676190,10059,10937333,1604,1738857,7085,7727671,8210,8942841,-1125,-1215170
2024/05/27,小型臺指期貨,投信,4,4378,0,0,4,4378,156,170573,11,12029,145,158544
2024/05/27,小型臺指期貨,外資及陸資,99627,108283469,96357,104711320,3270,3572148,7661,8377042,3755,4104042,3906,4273000
2024/05/28,小型臺指期貨,自營商,6846,7490182,6780,7417762,66,72420,7354,8051340,8393,9175378,-1039,-1124038
2024/05/28,小型臺指期貨,投信,3,3274,4,4386,-1,-1112,154,168995,10,10976,144,158019
2024/05/28,小型臺指期貨,外資及陸資,63190,69209504,63796,69869314,-606,-659809,7137,7833058,3837,4209218,3300,3623840
2024/05/29,小型臺指期貨,自營商,10985,11984453,16161,17603334,-5176,-5618881,3162,3425768,7660,8285462,-4498,-4859694
2024/05/29,小型臺指期貨,投信,0,0,1,1087,-1,-1087,153,166209,10,10865,143,155344
2024/05/29,小型臺指期貨,外資及陸資,82744,90382170,95234,104036757,-12490,-13654587,2191,2380446,11355,12333203,-9164,-9952757
2024/05/30,小型臺指期貨,自營商,11219,12045255,12737,13683794,-1518,-1638539,2938,3131007,8978,9557717,-6040,-6426710
2024/05/30,小型臺指期貨,投信,0,0,0,0,0,0,153,163647,10,10698,143,152949
2024/05/30,小型臺指期貨,外資及陸資,120249,129401829,122199,131499754,-1950,-2097925,2754,2946003,11348,12134343,-8594,-9188340
2024/05/31,小型臺指期貨,自營商,16888,18091492,16135,17270832,753,820661,3261,3458818,8840,9364888,-5579,-5906070
2024/05/31,小型臺指期貨,投信,0,0,4,4305,-4,-4305,149,158569,10,10644,139,147925
2024/05/31,小型臺指期貨,外資及陸資,149449,160392677,152256,163382042,-2807,-2989365,2850,3033521,14251,15161026,-11401,-12127505
2024/06/03,小型臺指期貨,自營商,21598,23148204,18632,19950362,2966,3197841,7549,8142569,10314,11121922,-2765,-2979353
2024/06/03,小型臺指期貨,投信,0,0,2,2165,-2,-2165,149,161303,12,12993,137,148310
2024/06/03,小型臺指期貨,外資及陸資,152695,163607218,149536,160178257,3159,3428961,7616,8246009,11734,12698406,-4118,-4452397
2024/06/04,小型臺指期貨,自營商,19545,20938469,21020,22478261,-1475,-1539793,6886,7331113,10418,11058521,-3532,-3727408
2024/06/04,小型臺指期貨,投信,0,0,3,3200,-3,-3200,149,158861,15,15995,134,142866
2024/06/04,小型臺指期貨,外資及陸資,136097,146016579,146952,157697740,-10855,-11681162,2167,2310496,17204,18337994,-15037,-16027498
2024/06/05,小型臺指期貨,自營商,22345,23811728,20100,21411303,2245,2400425,6945,7430055,8307,8866448,-1362,-1436393
2024/06/05,小型臺指期貨,投信,2,2146,0,0,2,2146,150,160924,14,15022,136,145902
2024/06/05,小型臺指期貨,外資及陸資,164485,175282336,159749,170201402,4736,5080933,3945,4232787,14282,15317850,-10337,-11085063
2024/06/06,小型臺指期貨,自營商,20996,22792819,17900,19468141,3096,3324678,13275,14470529,11561,12600001,1714,1870528
2024/06/06,小型臺指期貨,投信,0,0,0,0,0,0,150,164020,14,15311,136,148709
2024/06/06,小型臺指期貨,外資及陸資,150472,163618329,139282,151421967,11190,12196362,5436,5944927,8699,9510047,-3263,-3565120
2024/06/07,小型臺指期貨,自營商,10912,11895342,8932,9726352,1980,2168990,12910,14090455,9292,10128516,3618,3961939
2024/06/07,小型臺指期貨,投信,0,0,0,0,0,0,150,164178,14,15326,136,148852
2024/06/07,小型臺指期貨,外資及陸資,105515,115171234,111657,121876505,-6142,-6705271,2041,2234196,11446,12525394,-9405,-10291198
2024/06/11,小型臺指期貨,自營商,16659,18175493,16750,18255085,-91,-79592,11662,12683412,7851,8512924,3811,4170488
2024/06/11,小型臺指期貨,投信,1,1090,0,0,1,1090,151,164571,14,15261,137,149310
2024/06/11,小型臺指期貨,外資及陸資,121425,132616226,128778,140647602,-7353,-8031376,963,1049490,13345,14540990,-12382,-13491500
2024/06/12,小型臺指期貨,自營商,23497,25637240,19222,20971520,4275,4665720,18732,20592242,10580,11618856,8152,8973386
2024/06/12,小型臺指期貨,投信,8,8818,0,0,8,8818,157,173035,12,13228,145,159807
2024/06/12,小型臺指期貨,外資及陸資,124769,136205840,114029,124415050,10740,11790790,7414,8172136,9154,10088091,-1740,-1915955
2024/06/13,小型臺指期貨,自營商,21517,23917978,21638,24044100,-121,-126122,18374,20459524,10407,11574541,7967,8884983
2024/06/13,小型臺指期貨,投信,115,127583,110,122736,5,4847,159,176726,9,10046,150,166680
2024/06/13,小型臺指期貨,外資及陸資,146739,163404814,148644,165491222,-1905,-2086408,3074,3431067,9867,11008084,-6793,-7577017
2024/06/14,小型臺指期貨,自營商,16189,18034707,15404,17156611,785,878095,18518,20772897,9718,10884611,8800,9888286
2024/06/14,小型臺指期貨,投信,19,21264,22,24621,-3,-3357,159,177950,12,13409,147,164541
2024/06/14,小型臺指期貨,外資及陸資,118024,131724973,117688,131324525,336,400448,4756,5350859,11213,12612480,-6457,-7261621
2024/06/17,小型臺指期貨,自營商,14013,15696780,13229,14800748,784,896032,16726,18762809,8006,8947128,8720,9815681
2024/06/17,小型臺指期貨,投信,6,6704,0,0,6,6704,165,184584,12,13408,153,171176
2024/06/17,小型臺指期貨,外資及陸資,99821,111977503,105347,118166985,-5526,-6189481,2005,2251459,13988,15713504,-11983,-13462045
2024/06/18,小型臺指期貨,自營商,20867,23606372,20204,22878284,663,728088,16605,18875252,7062,8000621,9543,10874631
2024/06/18,小型臺指期貨,投信,44,49860,35,39873,9,9987,174,197246,12,13603,162,183643
2024/06/18,小型臺指期貨,外資及陸資,107673,122024353,104355,118249873,3318,3774481,5195,5913311,13860,15784952,-8665,-9871641
2024/06/19,小型臺指期貨,自營商,33667,38758647,33227,38260566,440,498081,10398,12027361,8073,9332239,2325,2695122
2024/06/19,小型臺指期貨,投信,7,8046,0,0,7,8046,181,209372,12,13881,169,195491
2024/06/19,小型臺指期貨,外資及陸資,142190,163635395,139522,160569065,2668,3066330,7223,8355193,1262,1459850,5961,6895343
2024/06/20,小型臺指期貨,自營商,8969,10409694,7945,9219255,1024,1190438,11514,13462536,8357,9766616,3157,3695920
2024/06/20,小型臺指期貨,投信,9,10477,0,0,9,10477,188,219744,10,11689,178,208055
2024/06/20,小型臺指期貨,外資及陸資,87988,102060544,96518,111960589,-8530,-9900045,4116,4810981,6685,7813830,-2569,-3002849
2024/06/21,小型臺指期貨,自營商,14173,16436396,15729,18242344,-1556,-1805948,11917,13831558,9792,11367791,2125,2463767
2024/06/21,小型臺指期貨,投信,2,2321,6,6944,-4,-4623,186,215825,12,13924,174,201901
2024/06/21,小型臺指期貨,外資及陸資,144217,167175037,151890,176096926,-7673,-8921888,4482,5200744,8068,9361826,-3586,-4161082
2024/06/24,小型臺指期貨,自營商,21128,24215557,21935,25134849,-807,-919292,13380,15233167,12074,13745376,1306,1487791
2024/06/24,小型臺指期貨,投信,0,0,4,4551,-4,-4551,186,211612,16,18203,170,193409
2024/06/24,小型臺指期貨,外資及陸資,165231,189303116,177088,202894654,-11857,-13591538,1424,1620174,11291,12846004,-9867,-11225830
2024/06/25,小型臺指期貨,自營商,20034,22707073,17453,19775669,2581,2931404,12893,14678388,8814,10025402,4079,4652986
2024/06/25,小型臺指期貨,投信,3,3413,0,0,3,3413,187,212684,14,15923,173,196761
2024/06/25,小型臺指期貨,外資及陸資,162005,183594172,163611,185396514,-1606,-1802342,3091,3515644,14564,16564535,-11473,-13048891
2024/06/26,小型臺指期貨,自營商,16890,19295608,16854,19259796,36,35812,9845,11260348,7431,8498506,2414,2761842
2024/06/26,小型臺指期貨,投信,7,8022,0,0,7,8022,193,220753,13,14869,180,205884
2024/06/26,小型臺指期貨,外資及陸資,132979,151732792,129274,147455856,3705,4276936,3972,4543252,7186,8219253,-3214,-3676001
2024/06/27,小型臺指期貨,自營商,12855,14620874,12935,14709269,-80,-88395,9617,10962138,7699,8776546,1918,2185592
2024/06/27,小型臺指期貨,投信,0,0,0,0,0,0,193,219991,13,14818,180,205173
2024/06/27,小型臺指期貨,外資及陸資,131015,148878424,131960,149961516,-945,-1083092,3577,4077241,7652,8722025,-4075,-4644784
2024/06/28,小型臺指期貨,自營商,15278,17521402,13851,15885389,1427,1636013,12141,13951000,8828,10145912,3313,3805088
2024/06/28,小型臺指期貨,投信,1,1149,3,3446,-2,-2298,194,222906,16,18384,178,204522
2024/06/28,小型臺指期貨,外資及陸資,145644,166955779,146156,167507485,-512,-551706,3881,4459257,8468,9729605,-4587,-5270348
2024/07/01,小型臺指期貨,自營商,11783,13576694,12210,14059349,-427,-482655,13841,15914909,11183,12861912,2658,3052997
2024/07/01,小型臺指期貨,投信,6,6903,0,0,6,6903,200,229930,16,18394,184,211536
2024/07/01,小型臺指期貨,外資及陸資,127834,147195048,127592,146922536,242,272512,3401,3909967,7630,8771854,-4229,-4861887
2024/07/02,小型臺指期貨,自營商,13896,15889677,14935,17071514,-1039,-1181836,13452,15362858,11669,13335028,1783,2027830
2024/07/02,小型臺指期貨,投信,0,0,2,2284,-2,-2284,200,228350,18,20552,182,207798
2024/07/02,小型臺指期貨,外資及陸資,145224,166067175,145548,166437284,-324,-370109,2426,2769885,6895,7872476,-4469,-5102591
2024/07/03,小型臺指期貨,自營商,18104,20870792,12739,14672177,5365,6198615,18152,21040425,10989,12740382,7163,8300043
2024/07/03,小型臺指期貨,投信,13,15066,4,4622,9,10443,209,242262,18,20865,191,221397
2024/07/03,小型臺指期貨,外資及陸資,121224,139378756,113470,130444907,7754,8933849,7156,8294833,3849,4461371,3307,3833462
2024/07/04,小型臺指期貨,自營商,11744,13779378,11213,13162107,531,617271,19695,23261386,11977,14149098,7718,9112288
2024/07/04,小型臺指期貨,投信,2,2362,0,0,2,2362,209,246839,16,18897,193,227942
2024/07/04,小型臺指期貨,外資及陸資,123351,144707720,120001,140732248,3350,3975472,6331,7477152,3494,4126435,2837,3350717
2024/07/05,小型臺指期貨,自營商,6758,7976658,6681,7887473,77,89186,18883,22256443,11048,13027479,7835,9228964
2024/07/05,小型臺指期貨,投信,0,0,0,0,0,0,209,246317,16,18857,193,227460
2024/07/05,小型臺指期貨,外資及陸資,73651,86964066,79685,94099989,-6034,-7135923,2770,3264535,5967,7032289,-3197,-3767754
2024/07/08,小型臺指期貨,自營商,17143,20350270,16343,19389963,800,960307,21598,25819703,12975,15513997,8623,10305706
2024/07/08,小型臺指期貨,投信,78,93179,5,5919,73,87260,280,334703,14,16736,266,317967
2024/07/08,小型臺指期貨,外資及陸資,134190,159182564,130471,154735972,3719,4446592,7973,9531254,4587,5483376,3386,4047878
2024/07/09,小型臺指期貨,自營商,21745,25964603,22463,26800900,-718,-836297,20006,23890439,11725,14007236,8281,9883203
2024/07/09,小型臺指期貨,投信,26,31027,3,3579,23,27447,304,362991,15,17911,289,345080
2024/07/09,小型臺指期貨,外資及陸資,156021,186310715,164268,196149435,-8247,-9838720,3192,3811398,8053,9615691,-4861,-5804293
2024/07/10,小型臺指期貨,自營商,16786,20037909,14998,17887193,1788,2150715,22748,27299669,12518,15027044,10230,12272625
2024/07/10,小型臺指期貨,投信,7,8354,0,0,7,8354,309,370785,13,15601,296,355184
2024/07/10,小型臺指期貨,外資及陸資,123597,147352279,119779,142781845,3818,4570434,6474,7769392,5248,6297776,1226,1471616
2024/07/11,小型臺指期貨,自營商,17203,20856987,16382,19857119,821,999868,23136,28191069,11773,14348179,11363,13842890
2024/07/11,小型臺指期貨,投信,143,174146,130,158334,13,15812,320,389866,11,13404,309,376462
2024/07/11,小型臺指期貨,外資及陸資,123019,149021606,124880,151251633,-1861,-2230028,5679,6920079,6314,7693698,-635,-773619
2024/07/12,小型臺指期貨,自營商,23132,27836288,28563,34365411,-5431,-6529123,17353,20664635,11581,13799128,5772,6865507
2024/07/12,小型臺指期貨,投信,1,1191,2,2394,-1,-1203,319,379868,11,13098,308,366770
2024/07/12,小型臺指期貨,外資及陸資,180915,217663343,190205,228902096,-9290,-11238753,4257,5068883,8194,9756837,-3937,-4687954
2024/07/15,小型臺指期貨,自營商,27961,33489029,24997,29917229,2964,3571800,18798,22419832,9982,11913160,8816,10506672
2024/07/15,小型臺指期貨,投信,11,13120,23,27431,-12,-14311,314,374496,18,21469,296,353027
2024/07/15,小型臺指期貨,外資及陸資,182398,218329751,180432,215960822,1966,2368929,4881,5821012,6852,8171682,-1971,-2350670
2024/07/16,小型臺指期貨,自營商,33501,40157783,33585,40250708,-84,-92925,18806,22564235,9974,11975335,8832,10588900
2024/07/16,小型臺指期貨,投信,89,106730,73,87530,16,19200,330,395933,18,21596,312,374337
2024/07/16,小型臺指期貨,外資及陸資,175856,210662922,172641,206806348,3215,3856573,6801,8159448,5621,6743728,1180,1415720
2024/07/17,小型臺指期貨,自營商,31687,37833840,36166,43175711,-4479,-5341871,2251,2680506,17879,21271910,-15628,-18591404
2024/07/17,小型臺指期貨,投信,10,11945,11,13146,-1,-1201,331,393542,20,23779,311,369763
2024/07/17,小型臺指期貨,外資及陸資,158697,189656120,165736,198057872,-7039,-8401752,2900,3448012,7114,8458339,-4214,-5010327
2024/07/18,小型臺指期貨,自營商,12461,14558757,13097,15307893,-636,-749136,2991,3502511,19203,22473382,-16212,-18970871
2024/07/18,小型臺指期貨,投信,1,1170,0,0,1,1170,331,387055,19,22218,312,364837
2024/07/18,小型臺指期貨,外資及陸資,207150,242124594,218205,255086198,-11055,-12961604,1824,2132923,8425,9853080,-6601,-7720157
2024/07/19,小型臺指期貨,自營商,23726,27416019,23017,26588417,709,827602,3364,3858620,19135,21939475,-15771,-18080855
2024/07/19,小型臺指期貨,投信,1,1146,5,5785,-4,-4639,327,374529,19,21762,308,352767
2024/07/19,小型臺指期貨,外資及陸資,273243,315943988,271244,313548540,1999,2395448,1162,1330942,5764,6603684,-4602,-5272742
2024/07/22,小型臺指期貨,自營商,23385,26393964,23865,26924415,-480,-530451,5328,5967976,21659,24253454,-16331,-18285478
2024/07/22,小型臺指期貨,投信,0,0,0,0,0,0,327,365815,19,21255,308,344560
2024/07/22,小型臺指期貨,外資及陸資,280525,317128698,282527,319411373,-2002,-2282675,2027,2267701,8631,9657394,-6604,-7389693
2024/07/23,小型臺指期貨,自營商,15642,17757693,13871,15733626,1771,2024068,5038,5756694,19506,22287019,-14468,-16530325
2024/07/23,小型臺指期貨,投信,1,1142,4,4557,-3,-3415,323,368785,18,20552,305,348233
2024/07/23,小型臺指期貨,外資及陸資,154337,174790847,141612,160350940,12725,14439907,5608,6403059,5647,6448560,-39,-45501
2024/07/26,小型臺指期貨,自營商,19229,21371711,18060,20090190,1169,1281521,2429,2686832,16089,17799394,-13660,-15112562
2024/07/26,小型臺指期貨,投信,0,0,0,0,0,0,323,356850,18,19886,305,336964
2024/07/26,小型臺指期貨,外資及陸資,160503,179402367,169625,189569253,-9122,-10166886,2708,2992236,11793,13030754,-9085,-10038518
2024/07/29,小型臺指期貨,自營商,14312,15976103,14188,15834298,124,141805,3851,4289069,17382,19365467,-13531,-15076398
2024/07/29,小型臺指期貨,投信,4,4448,0,0,4,4448,326,362773,17,18918,309,343855
2024/07/29,小型臺指期貨,外資及陸資,166715,185841973,164993,183919695,1722,1922278,2163,2407344,9694,10788848,-7531,-8381504
2024/07/30,小型臺指期貨,自營商,20637,22767205,19949,22011524,688,755681,4169,4642658,17027,18968187,-12858,-14325529
2024/07/30,小型臺指期貨,投信,1,1113,0,0,1,1113,326,362708,16,17802,310,344906
2024/07/30,小型臺指期貨,外資及陸資,187580,206692644,190631,210087173,-3051,-3394528,1069,1189739,11651,12964469,-10582,-11774730
2024/07/31,小型臺指期貨,自營商,21588,23921467,22729,25179348,-1141,-1257881,3016,3362303,17416,19425100,-14400,-16062797
2024/07/31,小型臺指期貨,投信,0,0,6,6683,-6,-6683,320,356544,16,17827,304,338717
2024/07/31,小型臺指期貨,外資及陸資,187612,207552654,184603,204218706,3009,3333947,3306,3683822,10892,12137149,-7586,-8453327
2024/08/01,小型臺指期貨,自營商,13598,15349164,13772,15543831,-174,-194667,3543,4015775,17710,20078308,-14167,-16062533
2024/08/01,小型臺指期貨,投信,0,0,0,0,0,0,320,362560,16,18128,304,344432
2024/08/01,小型臺指期貨,外資及陸資,161355,182001291,163081,183922560,-1726,-1921269,2898,3283643,13058,14795677,-10160,-11512034
2024/08/02,小型臺指期貨,自營商,22800,25110654,23528,25927641,-728,-816986,6071,6536486,21742,23423080,-15671,-16886594
2024/08/02,小型臺指期貨,投信,0,0,0,0,0,0,320,344416,16,17221,304,327195
2024/08/02,小型臺指期貨,外資及陸資,230437,254377975,242293,267640431,-11856,-13262457,3105,3342074,14081,15156373,-10976,-11814299
2024/08/05,小型臺指期貨,自營商,39565,40292147,35761,36347226,3804,3944921,7190,6970544,19066,18488819,-11876,-11518275
2024/08/05,小型臺指期貨,投信,0,0,31,31329,-31,-31329,289,279954,16,15499,273,264455
2024/08/05,小型臺指期貨,外資及陸資,365698,374523966,350259,358608518,15439,15915448,9324,9032409,11417,11060495,-2093,-2028086
2024/08/06,小型臺指期貨,自營商,47623,47513469,46303,46215036,1320,1298433,6621,6766479,17010,17384307,-10389,-10617828
2024/08/06,小型臺指期貨,投信,6,6163,17,17394,-11,-11231,278,284325,16,16364,262,267961
2024/08/06,小型臺指期貨,外資及陸資,438039,436750594,426717,425742350,11322,11008243,13525,13831918,10464,10699748,3061,3132170
2024/08/07,小型臺指期貨,自營商,40387,41764812,43030,44525515,-2643,-2760703,4914,5192944,18293,19334707,-13379,-14141763
2024/08/07,小型臺指期貨,投信,3,3174,0,0,3,3174,280,295988,15,15857,265,280131
2024/08/07,小型臺指期貨,外資及陸資,331728,342222807,329407,339749386,2321,2473421,6035,6379436,10270,10855960,-4235,-4476524
2024/08/08,小型臺指期貨,自營商,31053,32565146,29517,30954527,1536,1610619,7030,7273794,18951,19608025,-11921,-12334231
2024/08/08,小型臺指期貨,投信,0,0,2,2071,-2,-2071,280,289772,17,17593,263,272179
2024/08/08,小型臺指期貨,外資及陸資,281108,295273990,287148,301614590,-6040,-6340600,2438,2522686,12613,13051866,-10175,-10529180
2024/08/09,小型臺指期貨,自營商,27058,28718172,26996,28656046,62,62126,6464,6934097,18788,20167548,-12324,-13233451
2024/08/09,小型臺指期貨,投信,0,0,0,0,0,0,280,300762,17,18261,263,282501
2024/08/09,小型臺指期貨,外資及陸資,259584,275186902,252700,267852369,6884,7334533,7244,7780221,10535,11312560,-3291,-3532339
2024/08/12,小型臺指期貨,自營商,21824,23610625,21967,23774472,-143,-163846,6815,7378904,20418,22117414,-13603,-14738510
2024/08/12,小型臺指期貨,投信,1,1085,44,47715,-43,-46631,236,255777,16,17341,220,238436
2024/08/12,小型臺指期貨,外資及陸資,214351,231798882,218320,236089235,-3969,-4290353,5153,5584081,12413,13450666,-7260,-7866585
2024/08/13,小型臺指期貨,自營商,17555,19090059,16842,18314296,713,775764,6833,7431121,20092,21856924,-13259,-14425803
2024/08/13,小型臺指期貨,投信,2,2177,19,20675,-17,-18497,217,236215,14,15240,203,220975
2024/08/13,小型臺指期貨,外資及陸資,138068,150199989,137755,149869712,313,330277,5651,6150550,12542,13650359,-6891,-7499809
2024/08/14,小型臺指期貨,自營商,21627,23749224,21367,23461073,260,288151,5188,5696070,19425,21346841,-14237,-15650771
2024/08/14,小型臺指期貨,投信,3,3302,132,145112,-129,-141811,85,93483,11,12098,74,81385
2024/08/14,小型臺指期貨,外資及陸資,138805,152328557,137185,150567063,1620,1761495,5917,6506351,11012,12107964,-5095,-5601613
2024/08/15,小型臺指期貨,自營商,19258,21145992,19197,21072788,61,73204,5162,5627571,20706,22593879,-15544,-16966308
2024/08/15,小型臺指期貨,投信,0,0,2,2184,-2,-2184,85,92820,13,14196,72,78624
2024/08/15,小型臺指期貨,外資及陸資,153257,168333632,156185,171554771,-2928,-3221138,5919,6462713,13942,15221416,-8023,-8758703
2024/08/16,小型臺指期貨,自營商,19882,22053873,18105,20091659,1777,1962214,5787,6462985,19756,22078525,-13969,-15615540
2024/08/16,小型臺指期貨,投信,55,61427,54,60352,1,1075,85,94982,12,13399,73,81583
2024/08/16,小型臺指期貨,外資及陸資,133313,147990903,132783,147471117,530,519787,6627,7409880,14120,15787557,-7493,-8377677
2024/08/19,小型臺指期貨,自營商,16073,17963837,17544,19603207,-1471,-1639369,4208,4698050,20971,23429150,-16763,-18731100
2024/08/19,小型臺指期貨,投信,0,0,0,0,0,0,85,94948,12,13392,73,81556
2024/08/19,小型臺指期貨,外資及陸資,119400,133411336,121828,136129659,-2428,-2718323,5183,5793779,15104,16884016,-9921,-11090237
2024/08/20,小型臺指期貨,自營商,17053,19121416,15986,17918427,1067,1202989,2594,2907860,18898,21183644,-16304,-18275784
2024/08/20,小型臺指期貨,投信,43,48156,43,48224,0,-68,85,95213,12,13442,73,81771
2024/08/20,小型臺指期貨,外資及陸資,97689,109592446,97888,109834204,-199,-241758,4575,5131190,14695,16481684,-10120,-11350494
2024/08/21,小型臺指期貨,自營商,20452,22801457,22578,25166545,-2126,-2365088,1366,1517903,11000,12212289,-9634,-10694386
2024/08/21,小型臺指期貨,投信,0,0,2,2220,-2,-2220,85,94359,14,15541,71,78818
2024/08/21,小型臺指期貨,外資及陸資,93405,104197548,95659,106721252,-2254,-2523703,1996,2215760,4776,5301825,-2780,-3086065
2024/08/22,小型臺指期貨,自營商,8913,9872189,10104,11190818,-1191,-1318629,1772,1959782,12548,13865728,-10776,-11905946
2024/08/22,小型臺指期貨,投信,0,0,8,8836,-8,-8836,79,87295,16,17680,63,69615
2024/08/22,小型臺指期貨,外資及陸資,115416,127831723,116530,129084996,-1114,-1253273,2575,2845374,6469,7148247,-3894,-4302873
2024/08/23,小型臺指期貨,自營商,10231,11277240,10967,12089234,-736,-811994,1987,2200273,12058,13337322,-10071,-11137049
2024/08/23,小型臺指期貨,投信,0,0,0,0,0,0,79,87386,16,17698,63,69688
2024/08/23,小型臺指期貨,外資及陸資,141882,156249918,139276,153428500,2606,2821418,2993,3310698,4281,4735447,-1288,-1424749
2024/08/26,小型臺指期貨,自營商,12480,13915573,13987,15589296,-1507,-1673723,2013,2235233,13295,14760816,-11282,-12525583
2024/08/26,小型臺指期貨,投信,1,1110,0,0,1,1110,79,87730,15,16658,64,71072
2024/08/26,小型臺指期貨,外資及陸資,149473,166589119,150321,167545302,-848,-956183,4970,5519164,4110,4564121,860,955043
2024/08/27,小型臺指期貨,自營商,8757,9683826,9702,10729668,-945,-1045842,2059,2282086,14227,15756068,-12168,-13473982
2024/08/27,小型臺指期貨,投信,74,81970,2,2214,72,79755,151,167248,15,16614,136,150634
2024/08/27,小型臺指期貨,外資及陸資,99102,109615125,101515,112293923,-2413,-2678799,3773,4178939,5326,5898994,-1553,-1720055
2024/08/28,小型臺指期貨,自營商,15012,16684502,14443,16038790,569,645712,837,937197,11475,12851032,-10638,-11913835
2024/08/28,小型臺指期貨,投信,3,3361,0,0,3,3361,151,169158,12,13443,139,155715
2024/08/28,小型臺指期貨,外資及陸資,119589,132752189,114995,127650842,4594,5101347,5269,5902583,2255,2526137,3014,3376446
2024/08/29,小型臺指期貨,自營商,13632,15126691,15184,16854527,-1552,-1727836,1837,2036692,14106,15633212,-12269,-13596520
2024/08/29,小型臺指期貨,投信,0,0,3,3324,-3,-3324,151,167361,15,16625,136,150736
2024/08/29,小型臺指期貨,外資及陸資,136765,152024922,141266,157081911,-4501,-5056989,1334,1478532,5578,6182345,-4244,-4703813
2024/08/30,小型臺指期貨,自營商,11468,12802658,10144,11321306,1324,1481352,1543,1721827,11784,13147269,-10241,-11425442
2024/08/30,小型臺指期貨,投信,0,0,1,1116,-1,-1116,150,167385,15,16739,135,150646
2024/08/30,小型臺指期貨,外資及陸資,119062,132905803,116825,130387727,2237,2518076,2085,2326639,4315,4815080,-2230,-2488441
2024/09/02,小型臺指期貨,自營商,11572,12891549,12675,14115844,-1103,-1224295,1851,2056420,13043,14485466,-11192,-12429046
2024/09/02,小型臺指期貨,投信,0,0,7,7777,-7,-7777,145,161037,17,18880,128,142157
2024/09/02,小型臺指期貨,外資及陸資,119379,132923106,123431,137453243,-4052,-4530137,2668,2963068,5922,6576921,-3254,-3613853
2024/09/03,小型臺指期貨,自營商,10717,11877760,11025,12218562,-308,-340802,1775,1957048,12937,14261138,-11162,-12304090
2024/09/03,小型臺指期貨,投信,0,0,1,1104,-1,-1104,145,159870,18,19846,127,140024
2024/09/03,小型臺指期貨,外資及陸資,83970,93104136,81639,90523832,2331,2580304,2908,3206231,4377,4825894,-1469,-1619663
2024/09/04,小型臺指期貨,自營商,22209,23695161,21885,23413814,324,281346,2223,2327938,12569,13162954,-10346,-10835016
2024/09/04,小型臺指期貨,投信,0,0,2,2094,-2,-2094,144,150768,19,19893,125,130875
2024/09/04,小型臺指期貨,外資及陸資,215997,231144496,210619,225454905,5378,5689591,5190,5433981,2265,2371712,2925,3062269
