日期,賣權成交量,買權成交量,買賣權成交量比率%,賣權未平倉量,買權未平倉量,買賣權未平倉量比率%,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">"
201133.0,203856.0,98.66,612894.0,556981.0,110.04,,
206227.0,184014.0,112.07,604728.0,530739.0,113.94,,
207635.0,207671.0,99.98,556136.0,514806.0,108.03,,
291332.0,332466.0,87.63,519814.0,476618.0,109.06,,
116231.0,148181.0,78.44,591777.0,531288.0,111.39,,
195476.0,246128.0,79.42,573052.0,505334.0,113.4,,
163188.0,173748.0,93.92,531021.0,499475.0,106.32,,
196721.0,214926.0,91.53,497522.0,476914.0,104.32,,
222307.0,253466.0,87.71,466238.0,432073.0,107.91,,
138939.0,143565.0,96.78,523392.0,477877.0,109.52,,
156079.0,174076.0,89.66,508201.0,456940.0,111.22,,
368839.0,397788.0,92.72,492129.0,527877.0,93.23,,
141065.0,171474.0,82.27,456571.0,443357.0,102.98,,
141635.0,158874.0,89.15,417771.0,395800.0,105.55,,
162183.0,178234.0,90.99,368602.0,352703.0,104.51,,
149517.0,149988.0,99.69,438245.0,417954.0,104.85,,
157918.0,141564.0,111.55,408398.0,384326.0,106.26,,
163470.0,167274.0,97.73,381554.0,362907.0,105.14,,
147021.0,162351.0,90.56,333843.0,321368.0,103.88,,
221699.0,297075.0,74.63,283679.0,263438.0,107.68,,
181765.0,199316.0,91.19,592230.0,530930.0,111.55,,
212366.0,220784.0,96.19,568776.0,510793.0,111.35,,
135689.0,141374.0,95.98,542530.0,510274.0,106.32,,
212585.0,218358.0,97.36,521316.0,493573.0,105.62,,
207039.0,220804.0,93.77,498961.0,452383.0,110.3,,
183588.0,177366.0,103.51,529909.0,507140.0,104.49,,
183923.0,191312.0,96.14,501774.0,485695.0,103.31,,
215957.0,203501.0,106.12,475053.0,441781.0,107.53,,
188422.0,229611.0,82.06,442176.0,384576.0,114.98,,
124354.0,135775.0,91.59,498519.0,405727.0,122.87,,
231216.0,225140.0,102.7,461205.0,372198.0,123.91,,
152449.0,146555.0,104.02,524390.0,433365.0,121.0,,
201840.0,180149.0,112.04,490773.0,403603.0,121.6,,
197446.0,216134.0,91.35,439571.0,365985.0,120.11,,
210723.0,192042.0,109.73,392249.0,340213.0,115.3,,
196847.0,207091.0,95.05,320804.0,263816.0,121.6,,
239783.0,246410.0,97.31,710572.0,663031.0,107.17,,
205550.0,208754.0,98.47,665319.0,644256.0,103.27,,
296789.0,319439.0,92.91,631427.0,613785.0,102.87,,
168423.0,173103.0,97.3,581859.0,612688.0,94.97,,
288640.0,347710.0,83.01,548739.0,584332.0,93.91,,
185448.0,181780.0,102.02,606470.0,638771.0,94.94,,
206150.0,201552.0,102.28,570323.0,618932.0,92.15,,
244271.0,249582.0,97.87,527180.0,591001.0,89.2,,
193042.0,206014.0,93.7,472818.0,558436.0,84.67,,
456727.0,423124.0,107.94,436372.0,512356.0,85.17,,
250206.0,182784.0,136.89,621002.0,473820.0,131.06,,
229121.0,196232.0,116.76,590631.0,461709.0,127.92,,
226603.0,211183.0,107.3,528483.0,424760.0,124.42,,
254087.0,271684.0,93.52,458776.0,376037.0,122.0,,
264413.0,251840.0,104.99,526898.0,434194.0,121.35,,
261503.0,231299.0,113.06,476204.0,425108.0,112.02,,
187517.0,172619.0,108.63,429402.0,383806.0,111.88,,
268444.0,232930.0,115.25,381099.0,337984.0,112.76,,
245967.0,259117.0,94.93,296192.0,261653.0,113.2,,
197199.0,213708.0,92.27,760279.0,570451.0,133.28,,
182525.0,171219.0,106.6,729954.0,566109.0,128.94,,
203604.0,185210.0,109.93,697155.0,548010.0,127.22,,
275510.0,270579.0,101.82,676556.0,519720.0,130.18,,
256955.0,228341.0,112.53,614755.0,497696.0,123.52,,
183525.0,178775.0,102.66,707731.0,550166.0,128.64,,
213671.0,178719.0,119.56,680476.0,532824.0,127.71,,
351999.0,372590.0,94.47,654643.0,510135.0,128.33,,
300738.0,278948.0,107.81,611053.0,470680.0,129.82,,
199132.0,203797.0,97.71,524002.0,419015.0,125.06,,
169563.0,159254.0,106.47,566537.0,485733.0,116.64,,
238042.0,234610.0,101.46,542279.0,455414.0,119.07,,
448577.0,348011.0,128.9,581298.0,469086.0,123.92,,
265461.0,260704.0,101.82,656260.0,540950.0,121.32,,
422869.0,391105.0,108.12,610084.0,536769.0,113.66,,
562655.0,458350.0,122.76,552052.0,494570.0,111.62,,
157888.0,137814.0,114.57,539184.0,428158.0,125.93,,
331915.0,262240.0,126.57,489787.0,390075.0,125.56,,
197824.0,161668.0,122.36,551650.0,437431.0,126.11,,
126025.0,92691.0,135.96,522115.0,417543.0,125.04,,
215094.0,191434.0,112.36,490209.0,397270.0,123.39,,
230491.0,159997.0,144.06,446030.0,367348.0,121.42,,
259879.0,336129.0,77.32,357585.0,314127.0,113.83,,
213760.0,210410.0,101.59,801380.0,565579.0,141.69,,
176049.0,160025.0,110.01,754513.0,553207.0,136.39,,
272170.0,248905.0,109.35,731051.0,530341.0,137.85,,
264000.0,276994.0,95.31,694211.0,492267.0,141.02,,
220193.0,187554.0,117.4,638556.0,453958.0,140.66,,
227946.0,205279.0,111.04,679638.0,506869.0,134.09,,
224665.0,165527.0,135.73,652481.0,494295.0,132.0,,
162287.0,149554.0,108.51,616777.0,472188.0,130.62,,
322459.0,319280.0,101.0,574543.0,434220.0,132.32,,
271464.0,227764.0,119.19,658740.0,478003.0,137.81,,
247545.0,218202.0,113.45,633688.0,480972.0,131.75,,
221552.0,200057.0,110.74,593872.0,445990.0,133.16,,
359792.0,435961.0,82.53,529135.0,406436.0,130.19,,
169800.0,157645.0,107.71,595411.0,446923.0,133.22,,
225415.0,216411.0,104.16,561232.0,423418.0,132.55,,
281714.0,248515.0,113.36,525678.0,398783.0,131.82,,
335811.0,299704.0,112.05,463606.0,363527.0,127.53,,
326220.0,288203.0,113.19,369777.0,301179.0,122.78,,
237724.0,230515.0,103.13,805970.0,604941.0,133.23,,
197579.0,188255.0,104.95,777613.0,599709.0,129.67,,
272335.0,260663.0,104.48,747328.0,578067.0,129.28,,
177968.0,150936.0,117.91,729437.0,562973.0,129.57,,
369211.0,314348.0,117.45,696217.0,532856.0,130.66,,
295749.0,278507.0,106.19,754765.0,614583.0,122.81,,
267777.0,246818.0,108.49,728016.0,593320.0,122.7,,
217370.0,196119.0,110.84,706998.0,547012.0,129.25,,
246359.0,202507.0,121.65,686234.0,513523.0,133.63,,
322313.0,277973.0,115.95,631843.0,493910.0,127.93,,
299591.0,270694.0,110.68,711857.0,530471.0,134.19,,
256995.0,226765.0,113.33,674072.0,519404.0,129.78,,
263730.0,198714.0,132.72,639126.0,496066.0,128.84,,
327534.0,337296.0,97.11,615750.0,424041.0,145.21,,
177089.0,192400.0,92.04,567069.0,414938.0,136.66,,
288834.0,242526.0,119.09,538803.0,384376.0,140.18,,
301227.0,228329.0,131.93,466303.0,356223.0,130.9,,
224422.0,184387.0,121.71,540724.0,429363.0,125.94,,
292302.0,229304.0,127.47,507939.0,407906.0,124.52,,
230420.0,205382.0,112.19,475927.0,370777.0,128.36,,
275050.0,230813.0,119.17,436401.0,326204.0,133.78,,
416689.0,550106.0,75.75,356830.0,279300.0,127.76,,
252336.0,292736.0,86.2,864968.0,521768.0,165.78,,
167563.0,153408.0,109.23,838215.0,540472.0,155.09,,
227328.0,211892.0,107.28,818266.0,530894.0,154.13,,
197177.0,170715.0,115.5,780948.0,501814.0,155.62,,
209935.0,240516.0,87.29,726588.0,473093.0,153.58,,
304383.0,313948.0,96.95,794798.0,511983.0,155.24,,
177007.0,152134.0,116.35,744278.0,520092.0,143.11,,
232293.0,217041.0,107.03,719793.0,509753.0,141.2,,
200401.0,184922.0,108.37,680339.0,492709.0,138.08,,
228026.0,223794.0,101.89,629523.0,454083.0,138.64,,
286019.0,279423.0,102.36,665205.0,511484.0,130.05,,
413309.0,360204.0,114.74,646002.0,551427.0,117.15,,
365160.0,335581.0,108.81,594748.0,471299.0,126.19,,
385400.0,375274.0,102.7,666431.0,583208.0,114.27,,
304963.0,287252.0,106.17,646502.0,538615.0,120.03,,
365042.0,329616.0,110.75,607740.0,511956.0,118.71,,
321340.0,371710.0,86.45,525505.0,426356.0,123.25,,
290393.0,273498.0,106.18,603984.0,482239.0,125.25,,
245748.0,244670.0,100.44,570914.0,485911.0,117.49,,
326218.0,291346.0,111.97,543483.0,472944.0,114.91,,
355240.0,316305.0,112.31,484846.0,405937.0,119.44,,
527178.0,486259.0,108.42,386455.0,305416.0,126.53,,
364558.0,358119.0,101.8,842493.0,528841.0,159.31,,
272312.0,231472.0,117.64,823541.0,526013.0,156.56,,
575309.0,484859.0,118.65,792303.0,522979.0,151.5,,
405175.0,367531.0,110.24,766233.0,479745.0,159.72,,
355036.0,302186.0,117.49,699615.0,461298.0,151.66,,
311056.0,258868.0,120.16,789299.0,533982.0,147.81,,
315735.0,310247.0,101.77,751344.0,525441.0,142.99,,
364699.0,388444.0,93.89,715197.0,497303.0,143.82,,
353951.0,396356.0,89.3,669569.0,452120.0,148.1,,
765131.0,893755.0,85.61,606468.0,417233.0,145.35,,
435107.0,537493.0,80.95,685906.0,447311.0,153.34,,
225681.0,262304.0,86.04,634138.0,501700.0,126.4,,
216434.0,177386.0,122.01,600721.0,453092.0,132.58,,
460614.0,448053.0,102.8,545571.0,405787.0,134.45,,
179014.0,189331.0,94.55,641272.0,487597.0,131.52,,
186660.0,168727.0,110.63,607365.0,462243.0,131.4,,
401582.0,377334.0,106.43,562854.0,428170.0,131.46,,
233029.0,227950.0,102.23,464042.0,406646.0,114.11,,
379207.0,421082.0,90.06,391424.0,319155.0,122.64,,
364795.0,419943.0,86.87,780276.0,729361.0,106.98,,
316773.0,336209.0,94.22,742165.0,768284.0,96.6,,
306806.0,283248.0,108.32,736782.0,725357.0,101.58,,
280605.0,286485.0,97.95,701289.0,692096.0,101.33,,
392027.0,438140.0,89.48,655921.0,650359.0,100.86,,
308618.0,296332.0,104.15,732158.0,763010.0,95.96,,
293238.0,292236.0,100.34,711959.0,737068.0,96.59,,
499722.0,427328.0,116.94,673027.0,734494.0,91.63,,
225362.0,261949.0,86.03,632219.0,669766.0,94.39,,
568724.0,481221.0,118.18,597462.0,625957.0,95.45,,
632926.0,581214.0,108.9,688784.0,729966.0,94.36,,
247542.0,235178.0,105.26,710302.0,646963.0,109.79,,
377883.0,314004.0,120.34,676472.0,620329.0,109.05,,
540021.0,600056.0,90.0,571943.0,734755.0,77.84,,
254315.0,265714.0,95.71,529223.0,676143.0,78.27,,
444767.0,403021.0,110.36,501918.0,628287.0,79.89,,
428043.0,451543.0,94.8,462298.0,571794.0,80.85,,
348190.0,308626.0,112.82,405087.0,459296.0,88.2,,
313631.0,283301.0,110.71,491510.0,586153.0,83.85,,
423359.0,438614.0,96.52,465639.0,550071.0,84.65,,
273651.0,308835.0,88.61,440904.0,478171.0,92.21,,
239644.0,248657.0,96.38,383366.0,430405.0,89.07,,
541769.0,553745.0,97.84,304251.0,347760.0,87.49,,
388506.0,402810.0,96.45,674439.0,802198.0,84.07,,
356681.0,360528.0,98.93,686546.0,755676.0,90.85,,
436145.0,453729.0,96.12,680289.0,723031.0,94.09,,
251553.0,291737.0,86.23,677843.0,650385.0,104.22,,
518566.0,528478.0,98.12,643070.0,597180.0,107.68,,
279141.0,289610.0,96.39,721853.0,635700.0,113.55,,
296129.0,314332.0,94.21,690934.0,616526.0,112.07,,
263914.0,247427.0,106.66,656740.0,567237.0,115.78,,
391405.0,372966.0,104.94,601817.0,505514.0,119.05,,
469176.0,481718.0,97.4,679105.0,614535.0,110.51,,
295461.0,265965.0,111.09,680128.0,522607.0,130.14,,
386812.0,449372.0,86.08,672461.0,586193.0,114.72,,
268365.0,291880.0,91.94,613617.0,572378.0,107.2,,
462683.0,571241.0,81.0,560339.0,512669.0,109.3,,
405622.0,439178.0,92.36,660831.0,611070.0,108.14,,
269376.0,276964.0,97.26,601101.0,624389.0,96.27,,
393856.0,365799.0,107.67,576772.0,603728.0,95.54,,
179227.0,166913.0,107.38,536656.0,525991.0,102.03,,
372446.0,443048.0,84.06,475236.0,477263.0,99.58,,
229798.0,259220.0,88.65,580005.0,625007.0,92.8,,
335706.0,360621.0,93.09,543440.0,589462.0,92.19,,
433127.0,459206.0,94.32,492202.0,567639.0,86.71,,
513201.0,516482.0,99.36,445164.0,486745.0,91.46,,
601274.0,557727.0,107.81,336978.0,363935.0,92.59,,
430603.0,376135.0,114.48,617587.0,849056.0,72.74,,
625547.0,559416.0,111.82,580580.0,808388.0,71.82,,
370637.0,418999.0,88.46,600220.0,711975.0,84.3,,
453212.0,425087.0,106.62,563220.0,652072.0,86.37,,
428856.0,413372.0,103.75,668630.0,750288.0,89.12,,
240583.0,282246.0,85.24,657651.0,695585.0,94.55,,
368825.0,465511.0,79.23,625229.0,658853.0,94.9,,
393795.0,409244.0,96.22,569632.0,666431.0,85.48,,
421315.0,495037.0,85.11,485130.0,601007.0,80.72,,
272535.0,240853.0,113.15,637193.0,509653.0,125.02,,
338796.0,320600.0,105.68,558944.0,453591.0,123.23,,
287031.0,309878.0,92.63,457950.0,389676.0,117.52,,
282877.0,277475.0,101.95,557089.0,475918.0,117.06,,
233477.0,230063.0,101.48,527697.0,454650.0,116.07,,
214713.0,217628.0,98.66,486580.0,427212.0,113.9,,
327670.0,289803.0,113.07,444359.0,376223.0,118.11,,
533488.0,580536.0,91.9,343033.0,327449.0,104.76,,
480399.0,476583.0,100.8,766910.0,769714.0,99.64,,
493880.0,511764.0,96.51,760832.0,718971.0,105.82,,
300010.0,328466.0,91.34,743649.0,696901.0,106.71,,
313070.0,356761.0,87.75,719039.0,680482.0,105.67,,
574820.0,665815.0,86.33,662146.0,643568.0,102.89,,
244892.0,296840.0,82.5,798992.0,697777.0,114.51,,
372641.0,454502.0,81.99,774632.0,664229.0,116.62,,
324736.0,330987.0,98.11,727480.0,691004.0,105.28,,
341987.0,380394.0,89.9,694287.0,657959.0,105.52,,
428691.0,440091.0,97.41,645500.0,568559.0,113.53,,
403999.0,401196.0,100.7,769380.0,644784.0,119.32,,
396784.0,488066.0,81.3,726345.0,619071.0,117.33,,
368949.0,332545.0,110.95,455608.0,379494.0,120.06,,
287831.0,317367.0,90.69,572976.0,484644.0,118.23,,
316489.0,322370.0,98.18,542082.0,438273.0,123.69,,
149599.0,127457.0,117.37,494307.0,426710.0,115.84,,
215984.0,237143.0,91.08,473825.0,412476.0,114.87,,
164934.0,145881.0,113.06,421038.0,360107.0,116.92,,
397419.0,466609.0,85.17,365496.0,309455.0,118.11,,
240222.0,247794.0,96.94,489474.0,399538.0,122.51,,
286767.0,301165.0,95.22,457077.0,380884.0,120.0,,
389090.0,435227.0,89.4,407235.0,365017.0,111.57,,
283530.0,311055.0,91.15,338893.0,334277.0,101.38,,
719580.0,634861.0,113.34,255461.0,259035.0,98.62,,
448599.0,430636.0,104.17,758340.0,749727.0,101.15,,
408076.0,410037.0,99.52,731440.0,707046.0,103.45,,
299160.0,300518.0,99.55,723452.0,675127.0,107.16,,
353505.0,358532.0,98.6,680487.0,642943.0,105.84,,
731994.0,675243.0,108.4,624911.0,597193.0,104.64,,
297571.0,287587.0,103.47,750456.0,675903.0,111.03,,
283380.0,325461.0,87.07,746223.0,635781.0,117.37,,
232264.0,245484.0,94.61,718979.0,595220.0,120.79,,
312722.0,341489.0,91.58,677633.0,553655.0,122.39,,
582304.0,619946.0,93.93,599305.0,489341.0,122.47,,
446373.0,443138.0,100.73,680642.0,642656.0,105.91,,
545555.0,531445.0,102.66,666370.0,577539.0,115.38,,
278957.0,262655.0,106.21,537451.0,481923.0,111.52,,
334507.0,312793.0,106.94,509677.0,444715.0,114.61,,
364505.0,312073.0,116.8,439799.0,362724.0,121.25,,
312059.0,292666.0,106.63,554863.0,439532.0,126.24,,
223622.0,174927.0,127.84,517192.0,408974.0,126.46,,
288683.0,300113.0,96.19,477328.0,381104.0,125.25,,
310395.0,263297.0,117.89,406985.0,326104.0,124.8,,
409413.0,484875.0,84.44,302936.0,257007.0,117.87,,
439305.0,447069.0,98.26,759724.0,576957.0,131.68,,
414157.0,410126.0,100.98,712769.0,586090.0,121.61,,
453108.0,466334.0,97.16,689395.0,569058.0,121.15,,
337927.0,321504.0,105.11,656800.0,526262.0,124.8,,
529875.0,482207.0,109.89,599786.0,465245.0,128.92,,
430782.0,396392.0,108.68,719686.0,573430.0,125.51,,
360646.0,345969.0,104.24,681502.0,556581.0,122.44,,
432249.0,445513.0,97.02,656017.0,526223.0,124.67,,
443405.0,493170.0,89.91,616168.0,480157.0,128.33,,
512858.0,486041.0,105.52,509661.0,449802.0,113.31,,
628114.0,590562.0,106.36,544443.0,544245.0,100.04,,
405351.0,412700.0,98.22,541941.0,444371.0,121.96,,
263743.0,251900.0,104.7,473474.0,398214.0,118.9,,
319983.0,299099.0,106.98,383175.0,300475.0,127.52,,
337312.0,367359.0,91.82,324228.0,260937.0,124.26,,
266925.0,288480.0,92.53,637648.0,511086.0,124.76,,
185432.0,187389.0,98.96,576633.0,481398.0,119.78,,
351690.0,403360.0,87.19,528142.0,438448.0,120.46,,
224837.0,247196.0,90.95,600540.0,567537.0,105.82,,
218977.0,227089.0,96.43,593822.0,538679.0,110.24,,
241782.0,281346.0,85.94,572034.0,511517.0,111.83,,
212147.0,215498.0,98.44,548187.0,455845.0,120.26,,
364592.0,433230.0,84.16,506199.0,412989.0,122.57,,
295717.0,273101.0,108.28,599240.0,525135.0,114.11,,
246024.0,222831.0,110.41,571189.0,513395.0,111.26,,
292819.0,352898.0,82.98,618963.0,603192.0,102.61,,
275995.0,279744.0,98.66,588717.0,583826.0,100.84,,
418227.0,410963.0,101.77,561686.0,549990.0,102.13,,
370088.0,357906.0,103.4,494947.0,452962.0,109.27,,
441760.0,409710.0,107.82,447228.0,389901.0,114.7,,
245702.0,245621.0,100.03,553223.0,469367.0,117.87,,
205459.0,183215.0,112.14,532145.0,441627.0,120.5,,
210064.0,173795.0,120.87,501367.0,420317.0,119.28,,
391478.0,365392.0,107.14,465358.0,386644.0,120.36,,
484150.0,578241.0,83.73,334199.0,295301.0,113.17,,
387275.0,417760.0,92.7,679200.0,607786.0,111.75,,
268077.0,267578.0,100.19,648197.0,598133.0,108.37,,
237729.0,245136.0,96.98,628094.0,551684.0,113.85,,
366981.0,349961.0,104.86,599191.0,524042.0,114.34,,
494611.0,515385.0,95.97,525733.0,485631.0,108.26,,
305127.0,329746.0,92.53,597924.0,569476.0,105.0,,
247241.0,277205.0,89.19,585869.0,527836.0,110.99,,
243828.0,246193.0,99.04,562834.0,482854.0,116.56,,
247492.0,249858.0,99.05,525012.0,456193.0,115.09,,
301484.0,304425.0,99.03,464988.0,398447.0,116.7,,
276145.0,283769.0,97.31,542785.0,478740.0,113.38,,
233479.0,215874.0,108.16,507797.0,442815.0,114.67,,
311269.0,365765.0,85.1,643664.0,640060.0,100.56,,
722512.0,673873.0,107.22,595198.0,556975.0,106.86,,
381086.0,359866.0,105.9,802998.0,703053.0,114.22,,
430717.0,571499.0,75.37,757438.0,650131.0,116.51,,
591400.0,750394.0,78.81,691404.0,605402.0,114.21,,
705692.0,881033.0,80.1,637638.0,561119.0,113.64,,
525519.0,588348.0,89.32,493152.0,467651.0,105.45,,
329767.0,315707.0,104.45,584040.0,565523.0,103.27,,
412421.0,372525.0,110.71,554316.0,524331.0,105.72,,
318978.0,365864.0,87.18,506964.0,484645.0,104.61,,
338047.0,342341.0,98.75,456789.0,414717.0,110.14,,
677155.0,613624.0,110.35,357588.0,337286.0,106.02,,
259373.0,242994.0,106.74,718648.0,645226.0,111.38,,
252581.0,264805.0,95.38,703542.0,630916.0,111.51,,
384449.0,393770.0,97.63,678482.0,611007.0,111.04,,
485635.0,518146.0,93.73,637099.0,592906.0,107.45,,
424301.0,409124.0,103.71,575394.0,519046.0,110.86,,
258752.0,230842.0,112.09,665972.0,581394.0,114.55,,
382465.0,385520.0,99.21,628769.0,561001.0,112.08,,
534475.0,498155.0,107.29,543623.0,509398.0,106.72,,
278758.0,316638.0,88.04,589635.0,641837.0,91.87,,
272502.0,295162.0,92.32,538233.0,565262.0,95.22,,
471804.0,475251.0,99.27,468994.0,516822.0,90.75,,
407034.0,426099.0,95.53,592057.0,648318.0,91.32,,
276659.0,317963.0,87.01,546249.0,624973.0,87.4,,
332965.0,344725.0,96.59,507726.0,577946.0,87.85,,
353822.0,407598.0,86.81,443831.0,538499.0,82.42,,
494196.0,529386.0,93.35,367371.0,417615.0,87.97,,
496699.0,637946.0,77.86,750468.0,887420.0,84.57,,
246400.0,358438.0,68.74,703952.0,898405.0,78.36,,
422579.0,470265.0,89.86,688113.0,846452.0,81.29,,
462835.0,548207.0,84.43,680906.0,798472.0,85.28,,
478928.0,551168.0,86.89,655083.0,695285.0,94.22,,
379627.0,389903.0,97.36,747528.0,844566.0,88.51,,
460374.0,522319.0,88.14,724245.0,803449.0,90.14,,
275386.0,319354.0,86.23,696015.0,752139.0,92.54,,
314525.0,370894.0,84.8,668910.0,690346.0,96.89,,
526381.0,574873.0,91.56,640851.0,612314.0,104.66,,
335060.0,383787.0,87.3,722412.0,737923.0,97.9,,
336512.0,359996.0,93.48,694309.0,687350.0,101.01,,
321816.0,296650.0,108.48,472774.0,562159.0,84.1,,
500872.0,411918.0,121.6,440329.0,548141.0,80.33,,
172109.0,183138.0,93.98,433947.0,484287.0,89.61,,
356866.0,408840.0,87.29,400743.0,444159.0,90.23,,
280602.0,268676.0,104.44,324989.0,386417.0,84.1,,
325851.0,321159.0,101.46,420674.0,455178.0,92.42,,
323006.0,296630.0,108.89,380414.0,427465.0,88.99,,
213253.0,248322.0,85.88,309158.0,407755.0,75.82,,
414945.0,420372.0,98.71,247122.0,335383.0,73.68,,
407672.0,379384.0,107.46,665910.0,918343.0,72.51,,
289167.0,302309.0,95.65,660430.0,874523.0,75.52,,
284615.0,304525.0,93.46,646257.0,843799.0,76.59,,
319372.0,364245.0,87.68,603068.0,801715.0,75.22,,
515026.0,555573.0,92.7,553301.0,735241.0,75.25,,
608317.0,570849.0,106.56,662813.0,951095.0,69.69,,
458346.0,479856.0,95.52,649843.0,875941.0,74.19,,
456852.0,492949.0,92.68,610829.0,844820.0,72.3,,
645792.0,679224.0,95.08,558070.0,781750.0,71.39,,
401272.0,507372.0,79.09,520082.0,639289.0,81.35,,
295050.0,348974.0,84.55,633788.0,767693.0,82.56,,
343916.0,395580.0,86.94,615125.0,729386.0,84.33,,
265477.0,295596.0,89.81,499959.0,656862.0,76.11,,
349972.0,384603.0,91.0,477243.0,616770.0,77.38,,
578511.0,596096.0,97.05,422526.0,594170.0,71.11,,
409715.0,416874.0,98.28,514689.0,751175.0,68.52,,
484596.0,569803.0,85.05,473557.0,699427.0,67.71,,
272745.0,304667.0,89.52,436673.0,586582.0,74.44,,
450166.0,477977.0,94.18,410160.0,531519.0,77.17,,
531208.0,538595.0,98.63,357577.0,416120.0,85.93,,
330954.0,345727.0,95.73,449371.0,514602.0,87.32,,
447463.0,478321.0,93.55,408584.0,493535.0,82.79,,
218412.0,237130.0,92.11,368231.0,430929.0,85.45,,
247972.0,289808.0,85.56,324886.0,382139.0,85.02,,
522943.0,547629.0,95.49,264461.0,322759.0,81.94,,
374488.0,460729.0,81.28,538397.0,729532.0,73.8,,
420456.0,470635.0,89.34,510325.0,698676.0,73.04,,
650718.0,601938.0,108.1,466363.0,680602.0,68.52,,
894352.0,931062.0,96.06,430174.0,588872.0,73.05,,
379147.0,373996.0,101.38,546213.0,633101.0,86.28,,
342412.0,356046.0,96.17,519288.0,611703.0,84.89,,
337600.0,374499.0,90.15,493549.0,557951.0,88.46,,
193069.0,247478.0,78.01,448193.0,522350.0,85.8,,
412176.0,465139.0,88.61,404176.0,453390.0,89.15,,
352578.0,332213.0,106.13,543395.0,595283.0,91.28,,
409572.0,388777.0,105.35,483009.0,590790.0,81.76,,
268801.0,307620.0,87.38,396162.0,600583.0,65.96,,
712846.0,795187.0,89.65,347347.0,557408.0,62.31,,
627738.0,529529.0,118.55,435726.0,739954.0,58.89,,
869282.0,879426.0,98.85,355118.0,707884.0,50.17,,
505051.0,535534.0,94.31,388083.0,627873.0,61.81,,
397857.0,463577.0,85.82,340760.0,520666.0,65.45,,
788861.0,670438.0,117.66,276899.0,416986.0,66.4,,
383907.0,406066.0,94.54,536036.0,968171.0,55.37,,
301166.0,329431.0,91.42,551966.0,912896.0,60.46,,
274269.0,283613.0,96.71,562291.0,868389.0,64.75,,
347024.0,398296.0,87.13,533688.0,830786.0,64.24,,
835585.0,770187.0,108.49,483243.0,749468.0,64.48,,
622365.0,718861.0,86.58,603413.0,863836.0,69.85,,
340295.0,373808.0,91.03,575230.0,817265.0,70.38,,
401166.0,417293.0,96.14,542915.0,797246.0,68.1,,
462556.0,560260.0,82.56,506719.0,751899.0,67.39,,
495315.0,543067.0,91.21,461159.0,639310.0,72.13,,
500343.0,495476.0,100.98,543883.0,743177.0,73.18,,
422392.0,400023.0,105.59,510146.0,707543.0,72.1,,
538360.0,533065.0,100.99,419371.0,415329.0,100.97,,
353385.0,280321.0,126.06,491649.0,491311.0,100.07,,
364730.0,320195.0,113.91,433633.0,440831.0,98.37,,
539443.0,535226.0,100.79,367651.0,368672.0,99.72,,
253220.0,213047.0,118.86,484408.0,453189.0,106.89,,
363477.0,337272.0,107.77,435849.0,422219.0,103.23,,
274100.0,209231.0,131.0,383887.0,345047.0,111.26,,
307754.0,274216.0,112.23,331035.0,323819.0,102.23,,
464870.0,503239.0,92.38,230394.0,257853.0,89.35,,
303991.0,358158.0,84.88,724632.0,711110.0,101.9,,
319362.0,354234.0,90.16,706446.0,682986.0,103.43,,
269947.0,260594.0,103.59,665229.0,624489.0,106.52,,
315907.0,329967.0,95.74,623347.0,596816.0,104.45,,
728090.0,750700.0,96.99,565534.0,551341.0,102.57,,
355088.0,305628.0,116.18,651260.0,733466.0,88.79,,
372539.0,337385.0,110.42,611656.0,691732.0,88.42,,
334627.0,322221.0,103.85,564813.0,645429.0,87.51,,
276250.0,267295.0,103.35,512878.0,594005.0,86.34,,
669599.0,646323.0,103.6,461564.0,553245.0,83.43,,
463216.0,416670.0,111.17,590820.0,637593.0,92.66,,
381443.0,388214.0,98.26,435379.0,470926.0,92.45,,
330574.0,362899.0,91.09,401071.0,431222.0,93.01,,
493177.0,456812.0,107.96,342651.0,341580.0,100.31,,
281119.0,286301.0,98.19,459396.0,433331.0,106.02,,
211699.0,202286.0,104.65,416828.0,377964.0,110.28,,
300366.0,297664.0,100.91,367083.0,342264.0,107.25,,
181449.0,173657.0,104.49,313715.0,296261.0,105.89,,
470134.0,447010.0,105.17,252130.0,249172.0,101.19,,
245587.0,206721.0,118.8,739575.0,517067.0,143.03,,
278442.0,260546.0,106.87,707554.0,512545.0,138.05,,
237588.0,223340.0,106.38,668791.0,481344.0,138.94,,
401647.0,352800.0,113.85,646034.0,458179.0,141.0,,
426506.0,372268.0,114.57,574323.0,438918.0,130.85,,
304045.0,250105.0,121.57,690070.0,527494.0,130.82,,
425550.0,346892.0,122.68,657646.0,502986.0,130.75,,
350069.0,359173.0,97.47,583602.0,479646.0,121.67,,
500065.0,490839.0,101.88,524338.0,427387.0,122.68,,
428186.0,398654.0,107.41,651043.0,529468.0,122.96,,
313428.0,294016.0,106.6,604928.0,497533.0,121.59,,
227935.0,188407.0,120.98,566471.0,460938.0,122.9,,
469154.0,363160.0,129.19,528800.0,444977.0,118.84,,
501014.0,471157.0,106.34,486154.0,569124.0,85.42,,
300289.0,322344.0,93.16,470402.0,488433.0,96.31,,
330751.0,286213.0,115.56,443440.0,427825.0,103.65,,
