日期,賣權成交量,買權成交量,買賣權成交量比率%,賣權未平倉量,買權未平倉量,買賣權未平倉量比率%,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN"" ""http://www.w3.org/TR/html4/strict.dtd"">"
138901.0,189265.0,73.39,297298.0,436269.0,68.15,,
184600.0,246956.0,74.75,294391.0,416047.0,70.76,,
142228.0,202755.0,70.15,278496.0,385392.0,72.26,,
148808.0,221384.0,67.22,251786.0,365737.0,68.84,,
115618.0,189481.0,61.02,242927.0,358332.0,67.79,,
145918.0,226707.0,64.36,224227.0,348565.0,64.33,,
123588.0,149997.0,82.39,207814.0,327382.0,63.48,,
166353.0,150292.0,110.69,323115.0,340068.0,95.01,,
131256.0,192431.0,68.21,303510.0,326757.0,92.89,,
97566.0,154185.0,63.28,296376.0,313805.0,94.45,,
103045.0,152916.0,67.39,288662.0,297509.0,97.03,,
127636.0,147542.0,86.51,276380.0,279109.0,99.02,,
129880.0,162554.0,79.9,257669.0,267679.0,96.26,,
108828.0,107708.0,101.04,240904.0,248920.0,96.78,,
102475.0,112977.0,90.7,215632.0,230986.0,93.35,,
102435.0,105962.0,96.67,193867.0,206063.0,94.08,,
138889.0,136450.0,101.79,170513.0,178120.0,95.73,,
226738.0,305284.0,74.27,122323.0,127236.0,96.14,,
221701.0,262709.0,84.39,422885.0,434558.0,97.31,,
190999.0,255478.0,74.76,388018.0,440490.0,88.09,,
191673.0,324743.0,59.02,379261.0,428137.0,88.58,,
192573.0,262873.0,73.26,369384.0,433851.0,85.14,,
182815.0,242187.0,75.49,355777.0,442513.0,80.4,,
108117.0,145921.0,74.09,349389.0,436806.0,79.99,,
145715.0,165543.0,88.02,334468.0,426229.0,78.47,,
83124.0,137615.0,60.4,326901.0,423050.0,77.27,,
132353.0,226618.0,58.4,318031.0,413348.0,76.94,,
142277.0,214225.0,66.41,306780.0,399664.0,76.76,,
240479.0,302785.0,79.42,326177.0,423996.0,76.93,,
168108.0,297474.0,56.51,308663.0,387777.0,79.6,,
154148.0,216487.0,71.2,292716.0,354046.0,82.68,,
119552.0,145191.0,82.34,287365.0,327088.0,87.86,,
158683.0,185617.0,85.49,277435.0,303687.0,91.36,,
195925.0,231325.0,84.7,259003.0,270138.0,95.88,,
169150.0,205186.0,82.44,223456.0,225853.0,98.94,,
309564.0,387309.0,79.93,168394.0,163852.0,102.77,,
398370.0,553480.0,71.98,460795.0,517235.0,89.09,,
198506.0,305791.0,64.92,452444.0,490539.0,92.23,,
219592.0,370599.0,59.25,429686.0,472765.0,90.89,,
237701.0,358370.0,66.33,411679.0,461162.0,89.27,,
228594.0,262332.0,87.14,385887.0,464614.0,83.06,,
238186.0,322573.0,73.84,361097.0,455866.0,79.21,,
183551.0,187510.0,97.89,357864.0,455056.0,78.64,,
189581.0,211741.0,89.53,361086.0,439706.0,82.12,,
144697.0,207631.0,69.69,351719.0,430021.0,81.79,,
164405.0,192916.0,85.22,344827.0,415578.0,82.98,,
150132.0,218643.0,68.67,339992.0,403974.0,84.16,,
135727.0,223527.0,60.72,338258.0,379182.0,89.21,,
101415.0,146615.0,69.17,328860.0,366988.0,89.61,,
113556.0,163279.0,69.55,250817.0,464777.0,53.97,,
226683.0,301883.0,75.09,243073.0,435882.0,55.77,,
112388.0,164525.0,68.31,260933.0,384908.0,67.79,,
146834.0,221142.0,66.4,255878.0,363424.0,70.41,,
162408.0,284806.0,57.02,238730.0,324443.0,73.58,,
195565.0,256839.0,76.14,228066.0,292128.0,78.07,,
203378.0,280223.0,72.58,198139.0,242800.0,81.61,,
121640.0,157634.0,77.17,169114.0,203161.0,83.24,,
214289.0,260234.0,82.34,127200.0,148911.0,85.42,,
238358.0,309251.0,77.08,378956.0,725950.0,52.2,,
187159.0,241295.0,77.56,378292.0,700730.0,53.99,,
231717.0,316447.0,73.22,383156.0,687375.0,55.74,,
438356.0,381649.0,114.86,363253.0,663589.0,54.74,,
233637.0,252576.0,92.5,385348.0,603920.0,63.81,,
313551.0,365749.0,85.73,372599.0,589219.0,63.24,,
213319.0,247186.0,86.3,374022.0,540752.0,69.17,,
147535.0,220367.0,66.95,361474.0,502499.0,71.94,,
249460.0,381322.0,65.42,356976.0,496258.0,71.93,,
114040.0,173342.0,65.79,353706.0,494877.0,71.47,,
174961.0,230739.0,75.83,344737.0,474962.0,72.58,,
102667.0,142441.0,72.08,337776.0,449945.0,75.07,,
154178.0,234840.0,65.65,212749.0,440954.0,48.25,,
101340.0,165978.0,61.06,195274.0,428994.0,45.52,,
127497.0,205821.0,61.95,189543.0,422922.0,44.82,,
118397.0,155420.0,76.18,187495.0,401904.0,46.65,,
104918.0,193600.0,54.19,185764.0,376233.0,49.37,,
139776.0,308684.0,45.28,175359.0,373938.0,46.9,,
89796.0,160167.0,56.06,159671.0,378164.0,42.22,,
113132.0,219103.0,51.63,151166.0,358141.0,42.21,,
110711.0,233068.0,47.5,133737.0,330347.0,40.48,,
95249.0,223237.0,42.67,119665.0,288519.0,41.48,,
322958.0,353311.0,91.41,89361.0,208884.0,42.78,,
381371.0,460128.0,82.88,346120.0,795975.0,43.48,,
213307.0,276719.0,77.08,355584.0,745312.0,47.71,,
264768.0,420683.0,62.94,340575.0,722969.0,47.11,,
270649.0,373339.0,72.49,310636.0,732956.0,42.38,,
255494.0,363895.0,70.21,296467.0,690305.0,42.95,,
264017.0,361855.0,72.96,272917.0,676411.0,40.35,,
149006.0,263758.0,56.49,283757.0,643362.0,44.11,,
158491.0,292778.0,54.13,262021.0,612929.0,42.75,,
239079.0,416788.0,57.36,260139.0,595988.0,43.65,,
172905.0,319615.0,54.1,246904.0,549493.0,44.93,,
166101.0,217305.0,76.44,246963.0,497687.0,49.62,,
83670.0,157492.0,53.13,165682.0,367257.0,45.11,,
70544.0,122820.0,57.44,157960.0,341066.0,46.31,,
124482.0,184292.0,67.55,155373.0,329202.0,47.2,,
69379.0,147746.0,46.96,147964.0,312607.0,47.33,,
92612.0,143294.0,64.63,141868.0,299507.0,47.37,,
130877.0,193835.0,67.52,131902.0,291494.0,45.25,,
76561.0,132117.0,57.95,115554.0,259824.0,44.47,,
241771.0,267833.0,90.27,92066.0,215214.0,42.78,,
273652.0,311017.0,87.99,301981.0,580202.0,52.05,,
296151.0,331596.0,89.31,293770.0,559042.0,52.55,,
206771.0,290367.0,71.21,324704.0,528151.0,61.48,,
171250.0,247206.0,69.27,321505.0,520203.0,61.8,,
168790.0,203115.0,83.1,309240.0,511886.0,60.41,,
116767.0,164380.0,71.03,300338.0,496120.0,60.54,,
157983.0,249016.0,63.44,297632.0,483994.0,61.49,,
212184.0,335063.0,63.33,276225.0,492042.0,56.14,,
101947.0,201129.0,50.69,251297.0,498743.0,50.39,,
115392.0,176711.0,65.3,235815.0,493703.0,47.76,,
151585.0,201860.0,75.09,225070.0,492665.0,45.68,,
88178.0,128204.0,68.78,226857.0,465729.0,48.71,,
133873.0,159621.0,83.87,224155.0,451468.0,49.65,,
123771.0,165324.0,74.87,177354.0,365595.0,48.51,,
144403.0,193801.0,74.51,184519.0,338724.0,54.47,,
97496.0,170790.0,57.09,182536.0,314353.0,58.07,,
120869.0,243714.0,49.59,174068.0,297326.0,58.54,,
107954.0,149174.0,72.37,159551.0,282352.0,56.51,,
107368.0,173625.0,61.84,139765.0,269082.0,51.94,,
78455.0,193249.0,40.6,119748.0,256837.0,46.62,,
98022.0,197320.0,49.68,96276.0,227344.0,42.35,,
133568.0,228070.0,58.56,76026.0,171778.0,44.26,,
153241.0,292941.0,52.31,209450.0,723869.0,28.93,,
277201.0,356166.0,77.83,230054.0,683468.0,33.66,,
239277.0,345277.0,69.3,239035.0,647944.0,36.89,,
250242.0,338295.0,73.97,237079.0,611868.0,38.75,,
203541.0,267035.0,76.22,234225.0,587794.0,39.85,,
225206.0,291254.0,77.32,230174.0,561388.0,41.0,,
185256.0,364064.0,50.89,224390.0,523350.0,42.88,,
156217.0,251846.0,62.03,192822.0,531494.0,36.28,,
203704.0,262588.0,77.58,196108.0,493386.0,39.75,,
160116.0,207327.0,77.23,200243.0,448461.0,44.65,,
166017.0,210269.0,78.95,186436.0,415128.0,44.91,,
166133.0,232484.0,71.46,182180.0,396743.0,45.92,,
164489.0,318485.0,51.65,215157.0,386424.0,55.68,,
117893.0,271996.0,43.34,190769.0,406548.0,46.92,,
109493.0,337515.0,32.44,178007.0,407199.0,43.71,,
117450.0,355220.0,33.06,166291.0,401043.0,41.46,,
105145.0,173295.0,60.67,145652.0,380333.0,38.3,,
101391.0,239374.0,42.36,128482.0,336579.0,38.17,,
70433.0,157579.0,44.7,115120.0,301882.0,38.13,,
73680.0,139933.0,52.65,114723.0,272314.0,42.13,,
67731.0,192212.0,35.24,116582.0,250821.0,46.48,,
63644.0,111107.0,57.28,109457.0,229704.0,47.65,,
67598.0,123866.0,54.57,96071.0,207477.0,46.3,,
68518.0,89364.0,76.67,83069.0,173017.0,48.01,,
142369.0,197616.0,72.04,60430.0,137848.0,43.84,,
101440.0,205967.0,49.25,184058.0,579375.0,31.77,,
68400.0,214724.0,31.85,166235.0,559627.0,29.7,,
124976.0,259599.0,48.14,178134.0,518969.0,34.32,,
180763.0,290979.0,62.12,182430.0,498513.0,36.59,,
128352.0,234858.0,54.65,197836.0,470267.0,42.07,,
119470.0,207759.0,57.5,193813.0,446239.0,43.43,,
97823.0,168154.0,58.17,198750.0,418162.0,47.53,,
96559.0,134100.0,72.01,190703.0,391658.0,48.69,,
89666.0,148331.0,60.45,185714.0,378038.0,49.13,,
48753.0,98122.0,49.69,183517.0,326099.0,56.28,,
99850.0,172687.0,57.82,173146.0,307998.0,56.22,,
67475.0,132220.0,51.03,153186.0,289902.0,52.84,,
91033.0,202336.0,44.99,146279.0,269724.0,54.23,,
60888.0,169613.0,35.9,123989.0,248296.0,49.94,,
83253.0,188173.0,44.24,116006.0,233633.0,49.65,,
62960.0,123298.0,51.06,95417.0,192878.0,49.47,,
161315.0,167515.0,96.3,79200.0,155167.0,51.04,,
177287.0,239918.0,73.89,264332.0,581062.0,45.49,,
140059.0,226887.0,61.73,274190.0,560636.0,48.91,,
162031.0,258977.0,62.57,268697.0,538737.0,49.88,,
174195.0,237351.0,73.39,254803.0,521596.0,48.85,,
132155.0,210002.0,62.93,266585.0,507625.0,52.52,,
147805.0,275499.0,53.65,274932.0,493899.0,55.67,,
114561.0,190693.0,60.08,274029.0,484597.0,56.55,,
182616.0,347953.0,52.48,252318.0,466800.0,54.05,,
162562.0,196502.0,82.73,257626.0,451998.0,57.0,,
128254.0,205264.0,62.48,258132.0,435862.0,59.22,,
125020.0,186977.0,66.86,240118.0,412322.0,58.24,,
114314.0,233392.0,48.98,227489.0,388457.0,58.56,,
72612.0,198458.0,36.59,178409.0,272215.0,65.54,,
82084.0,245617.0,33.42,169193.0,251338.0,67.32,,
43667.0,194305.0,22.47,154185.0,260759.0,59.13,,
54788.0,93979.0,58.3,148327.0,249185.0,59.52,,
47086.0,77777.0,60.54,141653.0,236658.0,59.86,,
79373.0,119620.0,66.35,138512.0,225991.0,61.29,,
122447.0,148886.0,82.24,130317.0,210654.0,61.86,,
81566.0,115163.0,70.83,126081.0,177677.0,70.96,,
77239.0,141420.0,54.62,112000.0,156010.0,71.79,,
53919.0,122227.0,44.11,92887.0,137332.0,67.64,,
151114.0,199044.0,75.92,76725.0,109393.0,70.14,,
136444.0,155964.0,87.48,324021.0,391842.0,82.69,,
188620.0,245891.0,76.71,307668.0,394466.0,78.0,,
287495.0,250272.0,114.87,286639.0,395387.0,72.5,,
113732.0,184663.0,61.59,296464.0,381184.0,77.77,,
163234.0,291433.0,56.01,289031.0,377058.0,76.65,,
102328.0,169605.0,60.33,268533.0,401794.0,66.83,,
150682.0,235415.0,64.01,259973.0,389392.0,66.76,,
92505.0,112968.0,81.89,237190.0,387344.0,61.23,,
103667.0,155119.0,66.83,228653.0,372807.0,61.33,,
74044.0,123197.0,60.1,221413.0,353059.0,62.71,,
123164.0,148188.0,83.11,209493.0,335678.0,62.41,,
91593.0,153410.0,59.7,207674.0,332689.0,62.42,,
154019.0,139154.0,110.68,115257.0,136479.0,84.45,,
140944.0,172883.0,81.53,293005.0,500259.0,58.57,,
76354.0,143886.0,53.07,284152.0,482659.0,58.87,,
95519.0,133542.0,71.53,278880.0,473316.0,58.92,,
116966.0,204374.0,57.23,273674.0,459069.0,59.62,,
184739.0,202198.0,91.37,267031.0,439313.0,60.78,,
114931.0,143385.0,80.16,269478.0,416581.0,64.69,,
122904.0,172591.0,71.21,257470.0,408701.0,63.0,,
105918.0,154568.0,68.53,244296.0,400409.0,61.01,,
117915.0,139463.0,84.55,233701.0,381482.0,61.26,,
115454.0,178060.0,64.84,231627.0,361157.0,64.13,,
146858.0,184343.0,79.67,217795.0,337324.0,64.57,,
88190.0,133476.0,66.07,215926.0,307963.0,70.11,,
74502.0,121575.0,61.28,202596.0,296102.0,68.42,,
102703.0,191238.0,53.7,187597.0,280864.0,66.79,,
85495.0,108435.0,78.84,274595.0,308884.0,88.9,,
103493.0,113875.0,90.88,260843.0,295748.0,88.2,,
122969.0,141716.0,86.77,252075.0,285341.0,88.34,,
96775.0,93914.0,103.05,233853.0,270457.0,86.47,,
102647.0,107091.0,95.85,218390.0,258127.0,84.61,,
120869.0,142627.0,84.74,199151.0,235827.0,84.45,,
117799.0,184029.0,64.01,171242.0,208606.0,82.09,,
165297.0,176773.0,93.51,414303.0,372212.0,111.31,,
180893.0,167043.0,108.29,381622.0,340660.0,112.02,,
143652.0,137811.0,104.24,361963.0,322307.0,112.3,,
162190.0,228640.0,70.94,341117.0,317917.0,107.3,,
199377.0,231650.0,86.07,326792.0,312780.0,104.48,,
184391.0,201701.0,91.42,318680.0,290101.0,109.85,,
101374.0,112834.0,89.84,294038.0,285004.0,103.17,,
122600.0,147190.0,83.29,273420.0,274281.0,99.69,,
165450.0,211051.0,78.39,239432.0,260276.0,91.99,,
129093.0,165550.0,77.98,215593.0,244622.0,88.13,,
108357.0,129450.0,83.71,192369.0,215829.0,89.13,,
124541.0,160286.0,77.7,173216.0,193502.0,89.52,,
70217.0,88886.0,79.0,132603.0,166136.0,79.82,,
142824.0,159629.0,89.47,367492.0,338583.0,108.54,,
179091.0,189997.0,94.26,359673.0,314964.0,114.19,,
144059.0,196358.0,73.37,343432.0,277473.0,123.77,,
202782.0,223473.0,90.74,325117.0,255453.0,127.27,,
157588.0,207359.0,76.0,299998.0,235114.0,127.6,,
144463.0,197209.0,73.25,262692.0,220280.0,119.25,,
143262.0,153341.0,93.43,232021.0,209198.0,110.91,,
119527.0,106992.0,111.72,207648.0,189281.0,109.7,,
111464.0,109117.0,102.15,174318.0,157378.0,110.76,,
169950.0,256298.0,66.31,134178.0,126734.0,105.87,,
221201.0,261306.0,84.65,566975.0,361203.0,156.97,,
190932.0,218764.0,87.28,512209.0,357005.0,143.47,,
229723.0,311771.0,73.68,467976.0,363777.0,128.64,,
107768.0,134023.0,80.41,432069.0,394971.0,109.39,,
168803.0,190264.0,88.72,411026.0,382294.0,107.52,,
136847.0,155274.0,88.13,390101.0,394750.0,98.82,,
142174.0,157889.0,90.05,386815.0,382069.0,101.24,,
163630.0,175515.0,93.23,372130.0,364509.0,102.09,,
161034.0,268417.0,59.99,352047.0,355638.0,98.99,,
165250.0,197082.0,83.85,331942.0,347746.0,95.46,,
159068.0,159832.0,99.52,310260.0,345995.0,89.67,,
157655.0,169753.0,92.87,294321.0,328697.0,89.54,,
265598.0,364843.0,72.8,376493.0,284942.0,132.13,,
118082.0,128002.0,92.25,367330.0,361535.0,101.6,,
197336.0,200057.0,98.64,363577.0,334802.0,108.59,,
204707.0,167126.0,122.49,354030.0,293819.0,120.49,,
146445.0,170008.0,86.14,349558.0,253889.0,137.68,,
154242.0,121319.0,127.14,332786.0,251818.0,132.15,,
118424.0,105843.0,111.89,314478.0,243545.0,129.13,,
143520.0,142951.0,100.4,282088.0,240353.0,117.36,,
158536.0,130155.0,121.81,253093.0,217439.0,116.4,,
206245.0,158493.0,130.13,226145.0,185310.0,122.04,,
136732.0,96345.0,141.92,178915.0,148095.0,120.81,,
180679.0,200689.0,90.03,619257.0,348040.0,177.93,,
213926.0,213896.0,100.01,588837.0,326683.0,180.25,,
256287.0,228825.0,112.0,564252.0,325875.0,173.15,,
247791.0,326935.0,75.79,519695.0,326888.0,158.98,,
285493.0,322853.0,88.43,488127.0,355694.0,137.23,,
211332.0,256842.0,82.28,467822.0,376525.0,124.25,,
201856.0,175419.0,115.07,462659.0,350743.0,131.91,,
175233.0,229168.0,76.46,464187.0,335627.0,138.3,,
168597.0,226284.0,74.51,447371.0,323824.0,138.15,,
227634.0,247190.0,92.09,420883.0,321043.0,131.1,,
184982.0,196598.0,94.09,392446.0,340544.0,115.24,,
137047.0,134531.0,101.87,249260.0,172835.0,144.22,,
99914.0,61017.0,163.75,231664.0,174781.0,132.55,,
102335.0,85249.0,120.04,218912.0,163315.0,134.04,,
82900.0,62979.0,131.63,201729.0,154671.0,130.42,,
102775.0,74260.0,138.4,181698.0,145146.0,125.18,,
243675.0,257160.0,94.76,152297.0,118973.0,128.01,,
267655.0,268799.0,99.57,552673.0,345801.0,159.82,,
190832.0,174318.0,109.47,526178.0,370116.0,142.17,,
178603.0,176128.0,101.41,509350.0,359811.0,141.56,,
186060.0,207895.0,89.5,508776.0,359463.0,141.54,,
143596.0,154481.0,92.95,505708.0,368058.0,137.4,,
192397.0,199836.0,96.28,498566.0,364039.0,136.95,,
130615.0,118143.0,110.56,494898.0,324170.0,152.67,,
118516.0,106392.0,111.4,486764.0,312633.0,155.7,,
154068.0,146431.0,105.22,465800.0,297019.0,156.82,,
142741.0,122332.0,116.68,443610.0,267429.0,165.88,,
233525.0,207534.0,112.52,430892.0,253684.0,169.85,,
251815.0,251615.0,100.08,407802.0,248740.0,163.95,,
96235.0,141451.0,68.03,252982.0,283782.0,89.15,,
120081.0,112051.0,107.17,242836.0,262421.0,92.54,,
86690.0,95881.0,90.41,225185.0,238837.0,94.28,,
94488.0,156174.0,60.5,216753.0,230609.0,93.99,,
164753.0,265033.0,62.16,201393.0,211492.0,95.22,,
83132.0,87496.0,95.01,184433.0,197361.0,93.45,,
88810.0,101072.0,87.87,162465.0,183876.0,88.36,,
69764.0,86893.0,80.29,147959.0,167598.0,88.28,,
103625.0,131365.0,78.88,134536.0,149002.0,90.29,,
185307.0,169248.0,109.49,373565.0,473869.0,78.83,,
206379.0,196758.0,104.89,338551.0,444723.0,76.13,,
260182.0,238877.0,108.92,337478.0,421269.0,80.11,,
154777.0,162581.0,95.2,352889.0,391473.0,90.14,,
196899.0,205424.0,95.85,342001.0,379772.0,90.05,,
157971.0,171011.0,92.37,322238.0,356720.0,90.33,,
264936.0,247379.0,107.1,323087.0,337558.0,95.71,,
185222.0,181085.0,102.28,331951.0,303555.0,109.35,,
98249.0,87816.0,111.88,329736.0,289674.0,113.83,,
90559.0,112639.0,80.4,310676.0,280410.0,110.79,,
148871.0,147188.0,101.14,300816.0,255799.0,117.6,,
127573.0,96291.0,132.49,291097.0,225666.0,128.99,,
116707.0,125401.0,93.07,283832.0,204103.0,139.06,,
96789.0,91908.0,105.31,266881.0,188037.0,141.93,,
93369.0,107204.0,87.09,296084.0,222519.0,133.06,,
121866.0,112562.0,108.27,280262.0,217519.0,128.84,,
88700.0,97880.0,90.62,271073.0,204924.0,132.28,,
111765.0,107850.0,103.63,250189.0,188557.0,132.69,,
83773.0,83058.0,100.86,234148.0,183629.0,127.51,,
72832.0,65336.0,111.47,221544.0,175729.0,126.07,,
70729.0,82851.0,85.37,208893.0,169863.0,122.98,,
79695.0,86932.0,91.68,196858.0,161813.0,121.66,,
64033.0,68352.0,93.68,184001.0,156057.0,117.91,,
70688.0,89448.0,79.03,175342.0,147689.0,118.72,,
58334.0,65641.0,88.87,157986.0,136549.0,115.7,,
77596.0,82090.0,94.53,141445.0,124442.0,113.66,,
182215.0,233426.0,78.06,111741.0,105050.0,106.37,,
149053.0,167039.0,89.23,376228.0,340132.0,110.61,,
261092.0,237360.0,110.0,363195.0,337188.0,107.71,,
112440.0,119418.0,94.16,378863.0,329412.0,115.01,,
164917.0,181498.0,90.86,360840.0,316859.0,113.88,,
137409.0,126248.0,108.84,353507.0,321795.0,109.85,,
136528.0,154082.0,88.61,342831.0,311669.0,110.0,,
92400.0,101573.0,90.97,324492.0,307264.0,105.61,,
121889.0,121726.0,100.13,315845.0,300951.0,104.95,,
134197.0,150487.0,89.18,293917.0,293472.0,100.15,,
148732.0,157183.0,94.62,271536.0,288145.0,94.24,,
93694.0,87155.0,107.5,301652.0,241733.0,124.79,,
142444.0,119274.0,119.43,287055.0,227829.0,126.0,,
114906.0,88549.0,129.77,276465.0,222210.0,124.42,,
162600.0,113373.0,143.42,256457.0,210572.0,121.79,,
77696.0,69342.0,112.05,251354.0,200026.0,125.66,,
110810.0,113070.0,98.0,239277.0,192507.0,124.3,,
118728.0,113919.0,104.22,211380.0,175959.0,120.13,,
110010.0,110560.0,99.5,184009.0,154233.0,119.31,,
167505.0,148506.0,112.79,384836.0,351945.0,109.35,,
248642.0,208994.0,118.97,363747.0,327734.0,110.99,,
192698.0,163724.0,117.7,380893.0,295432.0,128.93,,
137775.0,144539.0,95.32,379061.0,289313.0,131.02,,
178149.0,173917.0,102.43,366706.0,290467.0,126.25,,
110858.0,99240.0,111.71,350077.0,293588.0,119.24,,
112115.0,122436.0,91.57,346750.0,286617.0,120.98,,
100831.0,99085.0,101.76,342033.0,277755.0,123.14,,
161430.0,139709.0,115.55,336947.0,268513.0,125.49,,
142823.0,139532.0,102.36,331563.0,249459.0,132.91,,
159276.0,146094.0,109.02,325561.0,242246.0,134.39,,
84366.0,97892.0,86.18,314208.0,231898.0,135.49,,
101971.0,111644.0,91.34,286778.0,249647.0,114.87,,
86115.0,108015.0,79.73,273288.0,239296.0,114.21,,
84009.0,76095.0,110.4,261010.0,227386.0,114.79,,
90007.0,87472.0,102.9,253486.0,216952.0,116.84,,
88973.0,94901.0,93.75,244530.0,207774.0,117.69,,
108913.0,109930.0,99.07,230563.0,189811.0,121.47,,
55034.0,49991.0,110.09,212527.0,171252.0,124.1,,
75698.0,84188.0,89.92,202355.0,159945.0,126.52,,
56884.0,56594.0,100.51,188617.0,142926.0,131.97,,
80377.0,76133.0,105.57,169223.0,134703.0,125.63,,
175356.0,184576.0,95.0,143871.0,110389.0,130.33,,
201481.0,175063.0,115.09,529074.0,274803.0,192.53,,
200376.0,183616.0,109.13,527886.0,275012.0,191.95,,
131634.0,116196.0,113.29,526066.0,264962.0,198.54,,
232848.0,286303.0,81.33,492337.0,262039.0,187.89,,
147385.0,154534.0,95.37,480916.0,281658.0,170.74,,
199159.0,242076.0,82.27,462664.0,266449.0,173.64,,
136595.0,130923.0,104.33,448629.0,267557.0,167.68,,
150645.0,149206.0,100.96,425072.0,267868.0,158.69,,
170259.0,165396.0,102.94,396418.0,268002.0,147.92,,
130102.0,144190.0,90.23,355140.0,252059.0,140.9,,
194867.0,214989.0,90.64,330561.0,244590.0,135.15,,
130088.0,136305.0,95.44,331498.0,321838.0,103.0,,
254717.0,233119.0,109.26,321810.0,303158.0,106.15,,
161713.0,132793.0,121.78,308440.0,268949.0,114.68,,
106327.0,108522.0,97.98,283059.0,244484.0,115.78,,
105611.0,117951.0,89.54,260121.0,221664.0,117.35,,
60793.0,71533.0,84.99,243949.0,199628.0,122.2,,
116263.0,112205.0,103.62,227899.0,180391.0,126.34,,
180415.0,190855.0,94.53,498878.0,370487.0,134.65,,
147067.0,201412.0,73.02,470162.0,346769.0,135.58,,
156064.0,134335.0,116.18,460886.0,341249.0,135.06,,
116430.0,131296.0,88.68,441666.0,341963.0,129.16,,
159352.0,198796.0,80.16,424853.0,321505.0,132.15,,
152791.0,124479.0,122.74,398912.0,315527.0,126.43,,
169528.0,166032.0,102.11,377435.0,319237.0,118.23,,
118688.0,103200.0,115.01,373979.0,312315.0,119.74,,
110954.0,113669.0,97.61,372307.0,305936.0,121.69,,
108683.0,136130.0,79.84,355180.0,296869.0,119.64,,
128858.0,95249.0,135.29,344976.0,277680.0,124.24,,
110282.0,115323.0,95.63,332345.0,279327.0,118.98,,
63179.0,64874.0,97.39,319519.0,275333.0,116.05,,
106369.0,92756.0,114.68,310465.0,262640.0,118.21,,
89327.0,109819.0,81.34,299323.0,247897.0,120.74,,
122367.0,105992.0,115.45,342570.0,292486.0,117.12,,
221096.0,209092.0,105.74,335410.0,279899.0,119.83,,
98750.0,73886.0,133.65,324855.0,259744.0,125.07,,
89280.0,91947.0,97.1,309364.0,244233.0,126.67,,
55723.0,52365.0,106.41,292477.0,236169.0,123.84,,
53259.0,55984.0,95.13,279557.0,225436.0,124.01,,
99531.0,105355.0,94.47,271711.0,207723.0,130.8,,
98758.0,86685.0,113.93,253051.0,187356.0,135.06,,
143187.0,153582.0,93.23,223104.0,171242.0,130.29,,
336143.0,394479.0,85.21,473609.0,401704.0,117.9,,
204089.0,199153.0,102.48,477551.0,416828.0,114.57,,
142034.0,149816.0,94.81,452046.0,422324.0,107.04,,
111439.0,132612.0,84.03,444301.0,411278.0,108.03,,
180277.0,213794.0,84.32,431295.0,400855.0,107.59,,
125076.0,128829.0,97.09,405480.0,396278.0,102.32,,
122515.0,156263.0,78.4,393851.0,393607.0,100.06,,
123372.0,130017.0,94.89,385400.0,380648.0,101.25,,
119724.0,107713.0,111.15,378796.0,369328.0,102.56,,
139270.0,146575.0,95.02,356601.0,354211.0,100.67,,
87037.0,90251.0,96.44,347731.0,351006.0,99.07,,
152035.0,154581.0,98.35,336076.0,341122.0,98.52,,
138539.0,145715.0,95.08,391321.0,294934.0,132.68,,
82328.0,78544.0,104.82,374284.0,291947.0,128.2,,
67329.0,67058.0,100.4,364078.0,286311.0,127.16,,
112351.0,127590.0,88.06,355874.0,271809.0,130.93,,
59907.0,53765.0,111.42,334376.0,268421.0,124.57,,
111697.0,115212.0,96.95,322972.0,260541.0,123.96,,
78197.0,89156.0,87.71,303291.0,253045.0,119.86,,
77585.0,83560.0,92.85,282774.0,232484.0,121.63,,
81431.0,85000.0,95.8,263050.0,219627.0,119.77,,
81590.0,77149.0,105.76,244665.0,204192.0,119.82,,
96788.0,115909.0,83.5,232504.0,186366.0,124.76,,
157416.0,195359.0,80.58,197949.0,148484.0,133.31,,
149935.0,165050.0,90.84,496117.0,404230.0,122.73,,
182264.0,185685.0,98.16,478010.0,393947.0,121.34,,
176553.0,195045.0,90.52,459556.0,387910.0,118.47,,
232442.0,230177.0,100.98,441360.0,389508.0,113.31,,
105659.0,99004.0,106.72,434862.0,378494.0,114.89,,
101476.0,103950.0,97.62,416244.0,365773.0,113.8,,
158770.0,172620.0,91.98,408278.0,360097.0,113.38,,
109235.0,114381.0,95.5,397881.0,345533.0,115.15,,
100798.0,117655.0,85.67,378613.0,322185.0,117.51,,
88670.0,92384.0,95.98,365100.0,307559.0,118.71,,
101132.0,111773.0,90.48,353207.0,299779.0,117.82,,
296656.0,312668.0,94.88,398389.0,509058.0,78.26,,
192339.0,257877.0,74.59,398847.0,470973.0,84.69,,
217839.0,226565.0,96.15,367062.0,465755.0,78.81,,
384306.0,395599.0,97.15,344220.0,433470.0,79.41,,
178681.0,174070.0,102.65,356861.0,372845.0,95.71,,
249001.0,246137.0,101.16,324268.0,339285.0,95.57,,
142296.0,167424.0,84.99,296720.0,284254.0,104.39,,
223770.0,267937.0,83.52,267470.0,237763.0,112.49,,
264950.0,271366.0,97.64,613073.0,464360.0,132.03,,
172973.0,160779.0,107.58,626851.0,447459.0,140.09,,
194758.0,201141.0,96.83,609059.0,433961.0,140.35,,
154980.0,169619.0,91.37,590096.0,430841.0,136.96,,
