date,pcr_vol,pcr_oi
2020-10-05,108.07,114.99
2020-10-06,114.96,128.57
2020-10-07,107.64,123.17
2020-10-08,91.1,122.14
2020-10-12,109.64,121.69
2020-10-13,107.19,122.44
2020-10-14,98.19,120.69
2020-10-15,91.02,106.88
2020-10-16,94.66,106.15
2020-10-19,114.54,116.84
2020-10-20,109.61,116.2
2020-10-21,104.81,100.37
2020-10-22,98.04,97.51
2020-10-23,109.5,108.65
2020-10-26,115.86,114.36
2020-10-27,102.33,116.08
2020-10-28,106.63,102.59
2020-10-29,113.99,107.1
2020-10-30,88.28,97.34
2020-11-02,101.15,98.34
2020-11-03,111.74,111.9
2020-11-04,99.94,110.65
2020-11-05,107.77,112.67
2020-11-06,112.68,116.52
2020-11-09,114.23,126.1
2020-11-10,94.06,122.54
2020-11-11,109.64,129.71
2020-11-12,101.22,125.77
2020-11-13,123.09,124.27
2020-11-16,116.52,144.88
2020-11-17,92.95,142.73
2020-11-18,107.27,127.7
2020-11-19,96.16,119.4
2020-11-20,96.31,120.04
2020-11-23,116.97,138.27
2020-11-24,86.85,122.72
2020-11-25,90.09,106.61
2020-11-26,113.49,115.2
2020-11-27,120.27,121.89
2020-11-30,97.68,110.22
2020-12-01,105.4,118.26
2020-12-02,96.96,114.73
2020-12-03,103.57,113.58
2020-12-04,112.37,124.19
2020-12-07,112.36,124.0
2020-12-08,115.35,141.34
2020-12-09,104.3,124.82
2020-12-10,104.58,113.55
2020-12-11,95.08,111.9
2020-12-14,98.0,111.27
2020-12-15,85.58,99.31
2020-12-16,105.84,117.03
2020-12-17,88.85,102.69
2020-12-18,99.34,102.99
2020-12-21,119.64,123.66
2020-12-22,121.66,108.4
2020-12-23,107.82,102.81
2020-12-24,108.83,111.68
2020-12-25,110.99,115.39
2020-12-28,144.65,124.12
2020-12-29,104.29,130.1
2020-12-30,105.45,125.67
2020-12-31,104.51,125.27
2021-01-04,112.86,138.61
2021-01-05,119.94,146.86
2021-01-06,121.95,127.49
2021-01-07,114.14,153.77
2021-01-08,92.82,147.88
2021-01-11,104.09,144.57
2021-01-12,107.27,135.74
2021-01-13,116.81,144.45
2021-01-14,112.49,136.12
2021-01-15,100.13,136.06
2021-01-18,98.45,133.4
2021-01-19,108.64,150.92
2021-01-20,103.1,137.65
2021-01-21,108.97,151.97
2021-01-22,97.83,132.57
2021-01-25,99.21,121.74
2021-01-26,94.13,107.44
2021-01-27,110.45,133.97
2021-01-28,97.92,113.52
2021-01-29,87.82,107.32
2021-02-01,116.02,121.52
2021-02-02,114.91,155.75
2021-02-03,94.34,141.65
2021-02-04,104.73,135.87
2021-02-05,102.54,145.6
2021-02-17,112.69,159.11
2021-02-18,117.51,133.75
2021-02-19,99.92,123.18
2021-02-22,112.25,138.88
2021-02-23,118.45,140.38
2021-02-24,98.85,131.02
2021-02-25,97.56,135.18
2021-02-26,91.88,110.26
2021-03-02,86.72,107.09
2021-03-03,110.76,134.53
2021-03-04,95.82,123.84
2021-03-05,101.33,124.52
2021-03-08,104.47,117.32
2021-03-09,101.41,116.68
2021-03-10,92.75,117.06
2021-03-11,116.82,126.22
2021-03-12,101.57,118.54
2021-03-15,108.41,117.7
2021-03-16,103.27,124.22
2021-03-17,110.04,118.77
2021-03-18,97.08,118.51
2021-03-19,92.43,101.33
2021-03-22,107.44,112.86
2021-03-23,96.75,108.81
2021-03-24,106.36,119.33
2021-03-25,100.55,117.28
2021-03-26,111.2,128.13
2021-03-29,98.26,141.57
2021-03-30,119.94,142.39
2021-03-31,92.94,120.5
2021-04-01,107.26,127.04
2021-04-06,110.31,133.69
2021-04-07,96.29,130.1
2021-04-08,111.54,135.2
2021-04-09,100.77,128.43
2021-04-12,106.8,132.95
2021-04-13,108.18,137.09
2021-04-14,99.57,145.66
2021-04-15,103.27,152.41
2021-04-16,101.24,151.28
2021-04-19,119.96,166.03
2021-04-20,125.97,167.1
2021-04-21,107.34,156.81
2021-04-22,115.24,145.84
2021-04-23,122.87,153.54
2021-04-26,123.01,180.64
2021-04-27,116.25,168.91
2021-04-28,106.98,177.02
2021-04-29,119.22,162.7
2021-05-03,88.01,118.44
2021-05-04,92.32,101.43
2021-05-05,111.58,124.32
2021-05-06,109.68,121.83
2021-05-07,111.43,142.16
2021-05-10,99.49,133.69
2021-05-11,103.95,97.4
2021-05-12,108.43,108.18
2021-05-13,96.04,112.09
2021-05-14,102.94,114.7
2021-05-17,114.97,102.59
2021-05-18,118.38,128.63
2021-05-19,97.04,132.26
2021-05-20,89.46,113.54
2021-05-21,94.87,126.09
2021-05-24,124.42,132.17
2021-05-25,124.21,148.12
2021-05-26,99.18,159.66
2021-05-27,117.36,145.94
2021-05-28,111.58,165.17
2021-05-31,115.79,169.46
2021-06-01,119.23,164.89
2021-06-02,99.1,177.63
2021-06-03,107.34,167.29
2021-06-04,109.24,150.43
2021-06-07,100.88,141.82
2021-06-08,93.76,145.95
2021-06-09,95.6,153.35
2021-06-10,105.53,157.02
2021-06-11,102.58,164.38
2021-06-15,120.67,171.44
2021-06-16,116.38,123.34
2021-06-17,114.85,123.51
2021-06-18,94.37,119.26
2021-06-21,112.69,102.75
2021-06-22,112.89,105.94
2021-06-23,108.7,119.2
2021-06-24,123.47,139.97
2021-06-25,112.4,144.99
2021-06-28,119.93,143.23
2021-06-29,103.3,133.78
2021-06-30,118.72,121.62
2021-07-01,117.63,136.97
2021-07-02,98.09,137.69
2021-07-05,127.62,149.0
2021-07-06,97.42,130.96
2021-07-07,102.17,114.97
2021-07-08,103.27,114.31
2021-07-09,89.34,103.62
2021-07-12,100.55,111.89
2021-07-13,114.83,107.67
2021-07-14,104.3,117.63
2021-07-15,103.15,112.98
2021-07-16,86.09,90.78
2021-07-19,86.44,83.79
2021-07-20,92.62,82.52
2021-07-21,110.87,102.64
2021-07-22,139.58,149.13
2021-07-23,113.44,151.07
2021-07-26,96.22,137.84
2021-07-27,120.32,138.65
2021-07-28,117.48,88.78
2021-07-29,112.43,111.36
2021-07-30,108.26,104.67
2021-08-02,110.79,118.08
2021-08-03,117.55,119.85
2021-08-04,122.96,113.52
2021-08-05,140.12,125.41
2021-08-06,106.93,124.5
2021-08-09,90.86,120.23
2021-08-10,85.29,106.17
2021-08-11,110.44,103.49
2021-08-12,93.63,100.83
2021-08-13,83.13,91.92
2021-08-16,99.27,84.79
2021-08-17,88.24,79.16
2021-08-18,109.37,113.14
2021-08-19,89.04,80.64
2021-08-20,102.88,83.29
2021-08-23,119.95,116.28
2021-08-24,108.06,117.78
2021-08-25,109.01,115.5
2021-08-26,85.43,108.49
2021-08-27,105.01,123.13
2021-08-30,115.99,133.96
2021-08-31,93.13,138.82
2021-09-01,97.97,121.57
2021-09-02,101.8,112.85
2021-09-03,104.06,128.59
2021-09-06,103.44,128.94
2021-09-07,94.37,125.84
2021-09-08,95.88,117.75
2021-09-09,110.31,120.53
2021-09-10,120.93,137.8
2021-09-13,119.57,141.62
2021-09-14,120.05,137.16
2021-09-15,96.97,115.43
2021-09-16,91.91,103.71
2021-09-17,106.62,111.92
2021-09-22,86.82,106.4
2021-09-23,106.14,112.03
2021-09-24,107.21,111.4
2021-09-27,115.94,114.41
2021-09-28,76.97,103.54
2021-09-29,98.71,90.45
2021-09-30,90.21,100.79
2021-10-01,80.88,84.04
2021-10-04,86.21,84.98
2021-10-05,91.96,90.59
2021-10-06,97.04,98.14
2021-10-07,105.01,108.33
2021-10-08,100.7,109.5
2021-10-12,83.34,103.27
2021-10-13,90.39,101.39
2021-10-14,99.18,99.68
2021-10-15,110.62,113.27
2021-10-18,94.17,101.38
2021-10-19,102.27,109.35
2021-10-20,108.93,121.7
2021-10-21,110.01,108.82
2021-10-22,84.78,105.46
2021-10-25,95.96,106.55
2021-10-26,107.31,119.42
2021-10-27,86.04,108.3
2021-10-28,100.38,109.67
2021-10-29,88.43,106.06
2021-11-01,101.77,113.06
2021-11-02,100.09,110.08
2021-11-03,106.25,111.84
2021-11-04,90.19,103.67
2021-11-05,93.22,114.85
2021-11-08,115.12,126.21
2021-11-09,95.58,129.96
2021-11-10,93.04,126.77
2021-11-11,94.96,118.91
2021-11-12,103.03,120.93
2021-11-15,97.42,131.09
2021-11-16,119.25,138.35
2021-11-17,101.54,133.65
2021-11-18,113.93,139.28
2021-11-19,83.5,122.41
2021-11-22,96.56,120.3
2021-11-23,74.58,103.84
2021-11-24,103.71,123.7
2021-11-25,101.51,122.99
2021-11-26,86.37,99.8
2021-11-29,112.38,102.18
2021-11-30,109.23,106.21
2021-12-01,116.01,119.97
2021-12-02,100.02,127.61
2021-12-03,107.62,130.14
2021-12-06,109.25,122.86
2021-12-07,105.08,117.9
2021-12-08,92.45,126.65
2021-12-09,106.71,125.16
2021-12-10,84.47,120.12
2021-12-13,88.96,120.61
2021-12-14,91.76,107.87
2021-12-15,106.62,116.1
2021-12-16,98.74,115.47
2021-12-17,100.53,110.65
2021-12-20,90.07,93.77
2021-12-21,113.87,115.22
2021-12-22,103.74,112.03
2021-12-23,98.69,114.93
2021-12-24,93.92,119.36
2021-12-27,124.5,126.2
2021-12-28,124.54,135.52
2021-12-29,98.57,121.71
2021-12-30,93.35,117.42
2022-01-03,96.92,117.84
2022-01-04,99.29,133.72
2022-01-05,100.57,111.2
2022-01-06,94.22,103.68
2022-01-07,92.55,94.04
2022-01-10,103.82,99.97
2022-01-11,99.06,100.33
2022-01-12,101.13,107.44
2022-01-13,96.32,111.02
2022-01-14,89.65,98.16
2022-01-17,112.02,111.05
2022-01-18,108.38,107.4
2022-01-19,104.26,98.36
2022-01-20,111.34,109.5
2022-01-21,85.27,85.87
2022-01-24,102.69,92.81
2022-01-25,90.42,78.85
2022-01-26,111.3,105.66
2022-02-07,102.8,100.48
2022-02-08,129.72,111.07
2022-02-09,120.66,113.67
2022-02-10,119.13,129.41
2022-02-11,118.85,126.5
2022-02-14,107.63,101.86
2022-02-15,108.56,105.99
2022-02-16,106.54,125.61
2022-02-17,119.95,122.85
2022-02-18,124.03,128.18
2022-02-21,118.92,124.6
2022-02-22,101.24,107.03
2022-02-23,110.61,124.12
2022-02-24,109.3,103.29
2022-02-25,104.78,107.36
2022-03-01,117.46,124.71
2022-03-02,104.38,115.48
2022-03-03,118.55,125.77
2022-03-04,100.12,115.5
2022-03-07,88.05,89.17
2022-03-08,97.71,85.02
2022-03-09,103.38,101.64
2022-03-10,108.16,116.07
2022-03-11,98.29,102.54
2022-03-14,102.59,102.49
2022-03-15,96.25,93.65
2022-03-16,105.13,94.89
2022-03-17,113.67,118.65
2022-03-18,98.46,108.8
2022-03-21,118.42,113.92
2022-03-22,119.48,115.17
2022-03-23,107.84,106.25
2022-03-24,99.1,104.86
2022-03-25,98.44,101.44
2022-03-28,98.4,97.74
2022-03-29,118.59,103.4
2022-03-30,103.07,106.73
2022-03-31,104.64,104.35
2022-04-01,103.35,103.66
2022-04-06,107.73,105.27
2022-04-07,84.37,88.61
2022-04-08,109.04,92.15
2022-04-11,90.12,87.73
2022-04-12,108.21,92.05
2022-04-13,119.69,105.35
2022-04-14,98.91,102.96
2022-04-15,86.35,90.76
2022-04-18,104.94,88.25
2022-04-19,115.06,93.89
2022-04-20,94.02,91.38
2022-04-21,100.87,90.28
2022-04-22,104.75,95.07
2022-04-25,106.41,84.08
2022-04-26,106.95,84.05
2022-04-27,108.37,79.99
2022-04-28,107.6,95.57
2022-04-29,102.54,106.3
2022-05-03,103.69,101.18
2022-05-04,107.8,89.8
2022-05-05,100.02,88.48
2022-05-06,95.72,80.61
2022-05-09,90.91,76.32
2022-05-10,104.23,81.12
2022-05-11,93.32,83.17
2022-05-12,90.55,80.32
2022-05-13,116.21,88.14
2022-05-16,109.94,89.74
2022-05-17,118.2,96.15
2022-05-18,103.84,103.66
2022-05-19,103.75,88.47
2022-05-20,109.49,96.77
2022-05-23,102.3,97.45
2022-05-24,93.67,95.14
2022-05-25,111.68,100.8
2022-05-26,98.2,95.0
2022-05-27,116.28,108.1
2022-05-30,113.34,129.19
2022-05-31,106.62,135.23
2022-06-01,97.01,103.63
2022-06-02,107.44,99.94
2022-06-06,105.4,105.68
2022-06-07,92.55,99.09
2022-06-08,117.46,107.31
2022-06-09,110.11,104.9
2022-06-10,96.99,98.6
2022-06-13,85.38,87.18
2022-06-14,97.91,86.95
2022-06-15,93.86,84.63
2022-06-16,89.35,85.08
2022-06-17,105.96,79.95
2022-06-20,84.4,73.28
2022-06-21,116.03,89.13
2022-06-22,89.19,68.51
2022-06-23,93.66,69.31
2022-06-24,84.27,74.5
2022-06-27,118.67,89.96
2022-06-28,82.71,85.74
2022-06-29,95.19,69.78
2022-06-30,77.27,61.69
2022-07-01,79.03,54.98
2022-07-04,81.22,57.21
2022-07-05,81.24,59.89
2022-07-06,84.07,55.09
2022-07-07,86.59,69.41
2022-07-08,107.37,76.27
2022-07-11,91.82,76.56
2022-07-12,83.17,69.21
2022-07-13,95.55,69.82
2022-07-14,107.32,74.69
2022-07-15,106.27,78.46
2022-07-18,116.97,83.95
2022-07-19,98.49,85.8
2022-07-20,96.4,57.28
2022-07-21,99.84,80.81
2022-07-22,97.59,83.22
2022-07-25,118.99,90.63
2022-07-26,89.51,81.9
2022-07-27,87.31,75.21
2022-07-28,86.67,81.82
2022-07-29,106.06,89.29
2022-08-01,95.61,87.84
2022-08-02,106.09,81.15
2022-08-03,99.36,82.51
2022-08-04,94.28,85.05
2022-08-05,120.35,106.07
2022-08-08,102.78,103.06
2022-08-09,98.96,106.33
2022-08-10,93.19,90.35
2022-08-11,106.19,104.24
2022-08-12,106.04,109.1
2022-08-15,105.73,113.83
2022-08-16,107.46,116.69
2022-08-17,93.94,83.46
2022-08-18,94.87,88.23
2022-08-19,110.73,98.93
2022-08-22,88.77,89.33
2022-08-23,89.22,78.61
2022-08-24,99.93,79.3
2022-08-25,110.12,93.54
2022-08-26,105.13,102.5
2022-08-29,86.82,76.15
2022-08-30,105.89,90.46
2022-08-31,107.31,92.08
2022-09-01,87.27,77.35
2022-09-02,90.01,74.03
2022-09-05,89.43,80.3
2022-09-06,94.74,81.95
2022-09-07,83.72,77.68
2022-09-08,100.44,87.72
2022-09-12,119.5,106.7
2022-09-13,111.6,113.28
2022-09-14,98.09,89.86
2022-09-15,104.61,91.1
2022-09-16,93.28,85.17
2022-09-19,89.58,82.87
2022-09-20,99.97,87.76
2022-09-21,98.29,76.45
2022-09-22,88.68,79.8
2022-09-23,76.56,74.81
2022-09-26,86.76,62.41
2022-09-27,93.94,67.63
2022-09-28,96.78,60.48
2022-09-29,90.84,66.02
2022-09-30,90.84,63.4
2022-10-03,89.18,65.79
2022-10-04,107.8,79.02
2022-10-05,99.83,74.61
2022-10-06,99.54,80.01
2022-10-07,88.33,74.16
2022-10-11,81.57,58.74
2022-10-12,96.55,67.92
2022-10-13,83.71,65.53
2022-10-14,102.56,80.0
2022-10-17,84.74,69.91
2022-10-18,91.66,76.72
2022-10-19,97.22,59.43
2022-10-20,82.29,60.89
2022-10-21,88.39,65.82
2022-10-24,93.69,70.49
2022-10-25,75.56,64.51
2022-10-26,98.23,65.41
2022-10-27,106.63,79.24
2022-10-28,76.96,71.77
2022-10-31,101.16,77.94
2022-11-01,107.68,87.15
2022-11-02,98.5,75.41
2022-11-03,84.67,73.79
2022-11-04,85.17,76.22
2022-11-07,109.67,91.16
2022-11-08,119.48,101.67
2022-11-09,112.53,96.92
2022-11-10,81.24,88.51
2022-11-11,104.4,118.41
2022-11-14,98.57,116.22
2022-11-15,106.15,134.25
2022-11-16,96.74,91.58
2022-11-17,88.74,89.15
2022-11-18,92.02,91.29
2022-11-21,84.45,87.02
2022-11-22,108.7,90.75
2022-11-23,95.87,86.79
2022-11-24,118.18,106.53
2022-11-25,81.56,99.89
2022-11-28,84.19,88.13
2022-11-29,112.0,102.4
2022-11-30,104.15,104.03
2022-12-01,89.97,105.51
2022-12-02,85.99,98.96
2022-12-05,92.92,100.19
2022-12-06,74.66,88.22
2022-12-07,108.72,95.14
2022-12-08,77.29,86.86
2022-12-09,108.11,95.7
2022-12-12,83.58,89.7
2022-12-13,90.58,85.04
2022-12-14,107.15,95.75
2022-12-15,92.04,93.53
2022-12-16,81.46,88.62
2022-12-19,102.67,85.45
2022-12-20,95.7,74.54
2022-12-21,109.04,92.76
2022-12-22,102.81,103.35
2022-12-23,95.18,89.24
2022-12-26,108.36,94.5
2022-12-27,111.82,102.09
2022-12-28,92.56,86.37
2022-12-29,99.37,90.58
2022-12-30,110.47,99.78
2023-01-03,99.31,107.15
2023-01-04,100.71,92.98
2023-01-05,98.16,93.82
2023-01-06,108.57,108.62
2023-01-09,123.32,142.81
2023-01-10,102.01,132.58
2023-01-11,99.55,108.16
2023-01-12,89.58,100.66
2023-01-13,85.7,100.31
2023-01-16,97.39,105.3
2023-01-17,96.12,104.61
2023-01-30,85.14,102.28
2023-01-31,82.7,81.2
2023-02-01,90.15,88.32
2023-02-02,109.15,111.31
2023-02-03,99.76,110.28
2023-02-06,86.51,104.73
2023-02-07,99.28,105.73
2023-02-08,113.05,122.51
2023-02-09,102.82,120.81
2023-02-10,92.86,116.79
2023-02-13,84.79,108.49
2023-02-14,112.0,114.53
2023-02-15,94.91,100.71
2023-02-16,115.58,116.73
2023-02-17,94.41,105.95
2023-02-20,117.28,112.54
2023-02-21,104.62,111.65
2023-02-22,96.98,106.04
2023-02-23,117.77,129.39
2023-02-24,103.53,121.9
2023-03-01,106.35,122.09
2023-03-02,98.02,119.43
2023-03-03,111.56,121.24
2023-03-06,122.96,131.29
2023-03-07,127.82,138.72
2023-03-08,86.13,112.59
2023-03-09,92.39,108.94
2023-03-10,76.66,88.35
2023-03-13,92.57,92.56
2023-03-14,85.71,89.11
2023-03-15,109.29,97.19
2023-03-16,101.38,95.36
2023-03-17,119.25,114.06
2023-03-20,119.83,112.34
2023-03-21,137.9,120.5
2023-03-22,130.83,121.73
2023-03-23,125.71,138.51
2023-03-24,121.61,138.51
2023-03-27,101.44,122.85
2023-03-28,80.12,110.95
2023-03-29,111.06,112.38
2023-03-30,127.67,122.08
2023-03-31,110.72,126.7
2023-04-06,112.13,114.64
2023-04-07,115.05,119.69
2023-04-10,122.35,119.0
2023-04-11,107.82,129.69
2023-04-12,105.86,119.25
2023-04-13,86.18,106.28
2023-04-14,110.8,119.16
2023-04-17,96.44,114.34
2023-04-18,94.11,111.02
2023-04-19,97.06,94.89
2023-04-20,85.77,91.04
2023-04-21,81.31,85.7
2023-04-24,92.38,90.17
2023-04-25,87.4,74.51
2023-04-26,89.1,86.71
2023-04-27,98.87,96.07
2023-04-28,114.06,110.3
2023-05-02,128.89,120.49
2023-05-03,96.41,99.56
2023-05-04,116.68,110.16
2023-05-05,108.17,112.64
2023-05-08,126.06,115.28
2023-05-09,99.04,115.48
2023-05-10,80.43,96.56
2023-05-11,95.76,99.65
2023-05-12,98.8,95.7
2023-05-15,104.29,94.82
2023-05-16,113.42,118.2
2023-05-17,96.07,121.31
2023-05-18,103.43,128.3
2023-05-19,89.31,118.62
2023-05-22,101.5,113.46
2023-05-23,109.84,112.57
2023-05-24,95.28,103.53
2023-05-25,99.79,109.85
2023-05-26,104.63,120.29
2023-05-29,100.0,111.33
2023-05-30,96.93,109.72
2023-05-31,93.84,101.77
2023-06-01,96.31,101.66
2023-06-02,111.86,114.49
2023-06-05,88.09,106.09
2023-06-06,101.4,109.9
2023-06-07,107.57,101.38
2023-06-08,83.54,91.42
2023-06-09,103.18,103.55
2023-06-12,106.28,112.87
2023-06-13,97.43,130.08
2023-06-14,89.05,112.08
2023-06-15,94.81,110.25
2023-06-16,86.05,108.38
2023-06-19,92.99,111.42
2023-06-20,90.3,105.33
2023-06-21,102.22,90.34
2023-06-26,96.61,93.58
2023-06-27,101.63,85.75
2023-06-28,97.61,99.61
2023-06-29,94.23,103.39
2023-06-30,109.98,104.55
2023-07-03,121.07,124.57
2023-07-04,112.22,128.34
2023-07-05,100.0,108.46
2023-07-06,90.66,90.4
2023-07-07,104.09,93.38
2023-07-10,107.49,97.52
2023-07-11,129.45,128.03
2023-07-12,101.63,103.09
2023-07-13,105.65,118.07
2023-07-14,109.16,125.4
2023-07-17,105.44,121.43
2023-07-18,98.76,112.89
2023-07-19,92.38,85.68
2023-07-20,104.7,96.9
2023-07-21,95.51,87.27
2023-07-24,102.45,88.59
2023-07-25,114.47,112.13
2023-07-26,94.95,92.08
2023-07-27,118.14,107.6
2023-07-28,104.36,108.91
2023-07-31,95.78,94.37
2023-08-01,104.89,101.83
2023-08-02,95.45,80.42
2023-08-04,97.93,84.53
2023-08-07,116.27,104.32
2023-08-08,99.66,94.54
2023-08-09,100.54,82.15
2023-08-10,88.72,74.79
2023-08-11,94.8,79.65
2023-08-14,75.86,67.76
2023-08-15,99.64,72.64
2023-08-16,100.93,74.07
2023-08-17,96.37,91.3
2023-08-18,100.91,93.15
2023-08-21,101.91,91.79
2023-08-22,107.66,96.3
2023-08-23,117.7,103.81
2023-08-24,116.42,115.47
2023-08-25,91.59,88.35
2023-08-28,97.69,92.58
2023-08-29,115.55,96.82
2023-08-30,115.12,99.92
2023-08-31,105.91,95.12
2023-09-01,103.9,101.86
2023-09-04,112.36,109.06
2023-09-05,113.19,107.89
2023-09-06,102.01,100.41
2023-09-07,98.7,97.32
2023-09-08,103.42,101.58
2023-09-11,80.42,89.83
2023-09-12,107.67,100.69
2023-09-13,112.19,100.21
2023-09-14,124.06,118.04
2023-09-15,120.07,118.02
2023-09-18,82.89,99.82
2023-09-19,89.33,91.32
2023-09-20,103.4,81.09
2023-09-21,83.28,74.96
2023-09-22,104.64,82.75
2023-09-25,122.84,99.94
2023-09-26,102.94,86.86
2023-09-27,105.5,81.68
2023-09-28,104.34,86.8
2023-10-02,133.39,112.92
2023-10-03,105.46,98.18
2023-10-04,101.53,75.72
2023-10-05,120.89,93.08
2023-10-06,110.69,97.37
2023-10-11,104.85,93.08
2023-10-12,104.64,106.62
2023-10-13,93.57,93.01
2023-10-16,89.6,86.63
2023-10-17,89.81,88.51
2023-10-18,98.76,92.91
2023-10-19,93.97,93.27
2023-10-20,91.9,100.67
2023-10-23,76.76,94.59
2023-10-24,94.16,98.96
2023-10-25,114.98,103.89
2023-10-26,88.06,90.32
2023-10-27,105.1,102.99
2023-10-30,97.62,96.68
2023-10-31,76.37,83.59
2023-11-01,100.58,91.15
2023-11-02,114.89,109.63
2023-11-03,118.33,115.19
2023-11-06,112.52,134.04
2023-11-07,117.78,130.93
2023-11-08,108.75,118.92
2023-11-09,98.78,115.1
2023-11-10,105.58,113.43
2023-11-13,98.81,113.12
2023-11-14,111.34,119.09
2023-11-15,96.95,109.06
2023-11-16,89.12,105.77
2023-11-17,118.07,118.45
2023-11-20,100.6,110.64
2023-11-21,134.22,128.43
2023-11-22,82.21,105.01
2023-11-23,97.21,104.66
2023-11-24,93.46,105.71
2023-11-27,81.58,96.45
2023-11-28,113.85,115.0
2023-11-29,97.32,104.64
2023-11-30,99.27,115.06
2023-12-01,91.86,117.57
2023-12-04,97.65,115.8
2023-12-05,88.83,104.61
2023-12-06,104.11,104.62
2023-12-07,94.81,102.38
2023-12-08,107.4,113.67
2023-12-11,100.88,114.74
2023-12-12,106.21,112.01
2023-12-13,86.45,107.45
2023-12-14,99.09,122.45
2023-12-15,101.89,125.83
2023-12-18,101.73,124.29
2023-12-19,80.78,112.12
2023-12-20,106.69,105.53
2023-12-21,105.79,105.21
2023-12-22,103.34,109.47
2023-12-25,125.0,120.52
2023-12-26,136.65,134.95
2023-12-27,97.34,120.97
2023-12-28,92.33,117.74
2023-12-29,95.5,118.6
2024-01-02,76.59,106.97
2024-01-03,85.38,99.52
2024-01-04,90.18,94.01
2024-01-05,82.1,87.42
2024-01-08,96.48,94.96
2024-01-09,79.81,91.77
2024-01-10,94.16,98.47
2024-01-11,84.12,101.28
2024-01-12,83.69,97.38
2024-01-15,82.34,97.28
2024-01-16,89.63,88.33
2024-01-17,106.59,101.8
2024-01-18,96.04,108.14
2024-01-19,100.86,140.52
2024-01-22,92.86,131.73
2024-01-23,98.09,138.88
2024-01-24,111.83,124.54
2024-01-25,106.92,136.69
2024-01-26,93.11,139.63
2024-01-29,137.9,131.35
2024-01-30,92.43,125.96
2024-01-31,92.33,105.75
2024-02-01,100.54,111.61
2024-02-02,106.68,119.76
2024-02-05,102.01,118.94
2024-02-15,97.9,150.3
2024-02-16,106.49,143.68
2024-02-19,129.21,137.47
2024-02-20,125.08,141.91
2024-02-21,99.58,106.7
2024-02-22,114.19,112.05
2024-02-23,108.38,116.82
2024-02-26,109.55,122.2
2024-02-27,111.51,117.68
2024-02-29,105.91,127.09
2024-03-01,109.86,127.77
2024-03-04,107.35,145.85
2024-03-05,98.94,141.05
2024-03-06,102.52,141.77
2024-03-07,97.07,147.02
2024-03-08,89.86,134.56
2024-03-11,86.91,132.34
2024-03-12,109.0,135.46
2024-03-13,92.87,139.45
2024-03-14,98.24,132.36
2024-03-15,90.47,121.9
2024-03-18,107.94,127.92
2024-03-19,95.08,130.49
2024-03-20,98.58,125.59
2024-03-21,111.53,156.38
2024-03-22,85.49,133.27
2024-03-25,105.55,135.5
2024-03-26,97.79,115.64
2024-03-27,96.1,131.36
2024-03-28,93.6,119.0
2024-03-29,102.79,128.49
2024-04-01,99.4,120.06
2024-04-02,121.63,138.25
2024-04-03,102.78,125.86
2024-04-08,117.75,129.3
2024-04-09,119.84,158.75
2024-04-10,105.02,136.96
2024-04-11,96.3,126.48
2024-04-12,98.8,127.05
2024-04-15,87.33,105.16
2024-04-16,87.72,79.65
2024-04-17,104.91,121.66
2024-04-18,97.78,123.6
2024-04-19,94.03,85.51
2024-04-22,98.86,84.69
2024-04-23,97.63,94.16
2024-04-24,99.31,154.97
2024-04-25,96.46,119.61
2024-04-26,107.35,135.32
2024-04-29,121.37,150.45
2024-04-30,109.49,141.42
2024-05-02,100.78,129.09
2024-05-03,99.31,127.18
2024-05-06,108.91,135.49
2024-05-07,97.7,130.11
2024-05-08,102.08,145.74
2024-05-09,108.79,137.77
2024-05-10,110.61,143.78
2024-05-13,100.68,135.35
2024-05-14,111.81,149.44
2024-05-15,102.64,145.31
2024-05-16,97.03,126.05
2024-05-17,94.57,125.69
2024-05-20,96.17,113.94
2024-05-21,92.91,110.39
2024-05-22,99.21,141.07
2024-05-23,94.64,126.79
2024-05-24,107.39,129.63
2024-05-27,115.19,152.2
2024-05-28,114.94,160.02
2024-05-29,90.65,135.16
2024-05-30,95.96,109.93
2024-05-31,101.07,109.39
2024-06-03,102.77,132.73
2024-06-04,91.08,106.91
2024-06-05,106.9,144.32
2024-06-06,111.81,161.38
2024-06-07,104.99,149.8
2024-06-11,95.74,143.15
2024-06-12,100.9,169.19
2024-06-13,111.62,157.74
2024-06-14,116.27,168.88
2024-06-17,124.45,164.12
2024-06-18,113.62,175.57
2024-06-19,94.33,165.82
2024-06-20,115.72,133.24
2024-06-21,103.93,115.9
2024-06-24,102.94,88.95
2024-06-25,100.04,89.18
2024-06-26,106.15,100.14
2024-06-27,106.34,99.66
2024-06-28,108.22,108.45
2024-07-01,113.04,107.45
2024-07-02,93.07,102.92
2024-07-03,120.63,100.31
2024-07-04,110.69,112.34
2024-07-05,96.26,107.19
2024-07-08,109.52,122.12
2024-07-09,93.91,109.03
2024-07-10,94.45,108.18
2024-07-11,112.49,121.03
2024-07-12,82.17,100.26
2024-07-15,92.02,99.17
2024-07-16,98.37,106.25
2024-07-17,94.53,126.47
2024-07-18,91.71,104.27
2024-07-19,85.53,94.7
2024-07-22,78.89,72.62
2024-07-23,101.7,90.45
2024-07-26,102.14,92.89
2024-07-29,86.93,93.19
2024-07-30,77.25,88.33
2024-07-31,91.9,96.95
2024-08-01,99.84,101.34
2024-08-02,79.16,72.95
